Country Code,Year,Inflation
ECU,1975,15.3629856851263
EGY,1975,9.66969548151247
EMU,1975,12.2270629206871
ERI,1975,
ESP,1975,16.9532859334983
EST,1975,
ETH,1975,6.55010438394195
EUU,1975,10.467573464372
FCS,1975,
FIN,1975,17.8113972340213
FJI,1975,13.0648809829824
FRA,1975,11.6859272493228
FRO,1975,
FSM,1975,
GAB,1975,28.4529426372337
GBR,1975,24.2072876743291
GEO,1975,
GHA,1975,29.8245614048168
GIB,1975,
GIN,1975,
GMB,1975,25.9249999994999
GNB,1975,
GNQ,1975,
GRC,1975,13.6287617821755
GRD,1975,
GRL,1975,
GTM,1975,13.1592443798582
GUM,1975,
GUY,1975,
HIC,1975,
HKG,1975,
HND,1975,8.37616250629709
HPC,1975,
HRV,1975,
HTI,1975,16.7735703245817
HUN,1975,3.84215991793813
IBD,1975,12.879181833834
IBT,1975,
IDA,1975,
IDB,1975,17.7427876996523
IDN,1975,19.1656971335588
IDX,1975,
IMN,1975,
IND,1975,5.74843029767432
INX,1975,
IRL,1975,20.8758503401952
IRN,1975,12.879181833834
IRQ,1975,9.51717734405535
ISL,1975,49.3613382334052
ISR,1975,39.3067323775358
ITA,1975,16.9505025668306
JAM,1975,17.37614678858
JOR,1975,11.9798234553089
JPN,1975,11.7312661498708
KAZ,1975,
KEN,1975,19.1201840136051
KGZ,1975,
KHM,1975,
KIR,1975,
KNA,1975,
KOR,1975,25.2492564056733
KWT,1975,8.39237057218448
LAC,1975,15.3629856851263
LAO,1975,
LBN,1975,
LBR,1975,
LBY,1975,9.11920030145644
LCA,1975,17.7427876996523
LCN,1975,16.7735703245817
LDC,1975,
LIC,1975,
LIE,1975,
LKA,1975,6.62599255320982
LMC,1975,12.0457419321678
LMY,1975,
LSO,1975,14.2119396819426
LTE,1975,
LTU,1975,
LUX,1975,10.7176711339198
LVA,1975,
MAC,1975,
MAF,1975,
MAR,1975,7.91828926702742
MCO,1975,
MDA,1975,
MDG,1975,8.19121283215932
MDV,1975,
MEA,1975,9.66969548151247
MEX,1975,14.9445346409267
MHL,1975,
MIC,1975,
MKD,1975,
MLI,1975,
MLT,1975,8.79166666616689
MMR,1975,31.6556629348014
MNA,1975,9.59343641278391
MNE,1975,
MNG,1975,
MNP,1975,
MOZ,1975,
MRT,1975,
MUS,1975,14.738323271755
MWI,1975,
MYS,1975,4.48772226915908
NAC,1975,9.90766773002967
NAM,1975,
NCL,1975,
NER,1975,9.11580205137059
NGA,1975,33.9641883221777
NIC,1975,
NLD,1975,10.2174757948242
NOR,1975,11.6892234816853
NPL,1975,7.58598521352967
NRU,1975,
NZL,1975,14.6849834723994
OED,1975,14.1568726272875
OMN,1975,
OSS,1975,
PAK,1975,20.9045094573998
PAN,1975,5.88104130650947
PER,1975,23.6187352963326
PHL,1975,6.76140270456079
PLW,1975,
PNG,1975,10.4909925823772
POL,1975,2.25631768955089
PRE,1975,
PRI,1975,
PRK,1975,
PRT,1975,15.2716857518484
PRY,1975,6.69306008366745
PSE,1975,
PSS,1975,
PST,1975,11.687575365504
PYF,1975,
QAT,1975,
ROU,1975,
RUS,1975,
RWA,1975,30.2260465749064
SAS,1975,7.10598888336975
SAU,1975,34.5761063381485
SDN,1975,23.9630476370738
SEN,1975,31.6534233153685
SGP,1975,2.53653156878949
SLB,1975,10.0694444446641
SLE,1975,
SLV,1975,19.0884996543863
SMR,1975,
SOM,1975,
SRB,1975,
SSA,1975,
SSD,1975,
SSF,1975,18.3117857539904
SST,1975,
STP,1975,
SUR,1975,8.4473284227466
SVK,1975,
SVN,1975,
SWE,1975,9.77987398822574
SWZ,1975,12.0457419321678
SXM,1975,
SYC,1975,18.611372010313
SYR,1975,11.4649681528663
TCA,1975,
TCD,1975,
TEA,1975,
TEC,1975,
TGO,1975,18.0121994976678
THA,1975,5.33009708749864
TJK,1975,
TKM,1975,
TLA,1975,16.7735703245817
TLS,1975,
TMN,1975,9.59343641278391
TON,1975,
TSA,1975,7.10598888336975
TSS,1975,18.3117857539904
TTO,1975,16.9790604656895
TUN,1975,
TUR,1975,21.2273552385836
TUV,1975,
TZA,1975,26.0577568841574
UGA,1975,
UKR,1975,
UMC,1975,
URY,1975,81.4053840067419
USA,1975,9.14314686496534
UZB,1975,
VCT,1975,6.79770679739966
VEN,1975,
VGB,1975,
VIR,1975,
VNM,1975,
VUT,1975,
WLD,1975,
WSM,1975,8.78774222631874
XKX,1975,
YEM,1975,
ZAF,1975,13.4259418678705
ZMB,1975,
ZWE,1975,
ABW,1976,
AFE,1976,11.2164713172617
AFG,1976,
AFW,1976,
AGO,1976,
ALB,1976,
AND,1976,
ARB,1976,10.3174158877413
ARE,1976,
ARG,1976,
ARM,1976,
ASM,1976,
ATG,1976,
AUS,1976,13.3228840125392
AUT,1976,7.31868545106923
AZE,1976,
BDI,1976,6.8565515736454
BEL,1976,9.06860981054963
BEN,1976,
BFA,1976,-8.40071877820544
BGD,1976,
BGR,1976,
BHR,1976,22.495766575964
BHS,1976,4.25583657583808
BIH,1976,
BLR,1976,
BLZ,1976,
BMU,1976,
BOL,1976,4.49401164707214
BRA,1976,
BRB,1976,4.98676811113183
BRN,1976,
BTN,1976,
BWA,1976,11.732423613642
CAF,1976,
CAN,1976,7.54173862982152
CEB,1976,
CHE,1976,1.71547632285655
CHI,1976,
CHL,1976,211.924302225904
CHN,1976,
CIV,1976,12.0766402169566
CMR,1976,9.93065056369725
COD,1976,80.385959075414
COG,1976,
COL,1976,19.8312249167931
COM,1976,
CPV,1976,
CRI,1976,3.48583333291703
CSS,1976,9.93159565281302
CUB,1976,
CUW,1976,
CYM,1976,
CYP,1976,3.85438972162731
CZE,1976,
DEU,1976,4.24663460795069
DJI,1976,
DMA,1976,10.9024962662686
DNK,1976,9.01029083562227
DOM,1976,7.76555023925678
DZA,1976,9.43073540174554
EAP,1976,
EAR,1976,10.1934769590104
EAS,1976,
ECA,1976,
ECS,1976,
ECU,1976,10.6713937513738
EGY,1976,10.3174158877413
EMU,1976,9.71142110935913
ERI,1976,
ESP,1976,17.6248800527482
EST,1976,
ETH,1976,28.5378398237849
EUU,1976,9.34705279605246
FCS,1976,
FIN,1976,14.3426930852258
FJI,1976,11.4324364264689
FRA,1976,9.62549578155529
FRO,1976,
FSM,1976,
GAB,1976,20.1715644639721
GBR,1976,16.5595225588084
GEO,1976,
GHA,1976,56.0810810829756
GIB,1976,
GIN,1976,
GMB,1976,17.0273310832519
GNB,1976,
GNQ,1976,
GRC,1976,13.0242794587955
GRD,1976,
GRL,1976,
GTM,1976,10.72499999925
GUM,1976,
GUY,1976,
HIC,1976,
HKG,1976,
HND,1976,4.88341895790898
HPC,1976,
HRV,1976,
HTI,1976,7.03815227823618
HUN,1976,5.22839833308662
IBD,1976,10.3174158877413
IBT,1976,
IDA,1976,
IDB,1976,10.9024962662686
IDN,1976,19.8286536956641
IDX,1976,
IMN,1976,
IND,1976,-7.63394763392876
INX,1976,
IRL,1976,17.9856958613385
IRN,1976,11.2561425062112
IRQ,1976,12.8232301828134
ISL,1976,32.0351102236086
ISR,1976,31.3108676158987
ITA,1976,16.6141664725788
JAM,1976,9.79365327534654
JOR,1976,11.4999999999996
JPN,1976,9.37403638606229
KAZ,1976,
KEN,1976,11.4490304932756
KGZ,1976,
KHM,1976,
KIR,1976,
KNA,1976,
KOR,1976,15.3273205213193
KWT,1976,5.23504273532374
LAC,1976,9.79365327534654
LAO,1976,
LBN,1976,
LBR,1976,
LBY,1976,5.47921527968846
LCA,1976,9.66911984668739
LCN,1976,9.79365327534654
LDC,1976,
LIC,1976,
LIE,1976,
LKA,1976,1.32951868058228
LMC,1976,7.65664961624511
LMY,1976,
LSO,1976,11.4125519984136
LTE,1976,
LTU,1976,
LUX,1976,9.79734643716296
LVA,1976,
MAC,1976,
MAF,1976,
MAR,1976,8.50215244349303
MCO,1976,
MDA,1976,
MDG,1976,4.98681511862564
MDV,1976,
MEA,1976,11.2561425062112
MEX,1976,15.824722489347
MHL,1976,
MIC,1976,
MKD,1976,
MLI,1976,
MLT,1976,0.551512830258585
MMR,1976,22.3844016992292
MNA,1976,10.7867791969762
MNE,1976,
MNG,1976,
MNP,1976,
MOZ,1976,
MRT,1976,
MUS,1976,12.9557291671836
MWI,1976,
MYS,1976,2.63371150730572
NAC,1976,6.64327563265618
NAM,1976,
NCL,1976,
NER,1976,23.5296801569284
NGA,1976,24.2999999999997
NIC,1976,
NLD,1976,8.83065158603149
NOR,1976,9.16147276547565
NPL,1976,-3.11323573327195
NRU,1976,
NZL,1976,16.9068570059449
OED,1976,11.6367520558869
OMN,1976,
OSS,1976,
PAK,1976,7.15832373118468
PAN,1976,3.94999999941721
PER,1976,33.4832756634568
PHL,1976,9.19922713611011
PLW,1976,
PNG,1976,7.65664961624511
POL,1976,4.41306266552888
PRE,1976,
PRI,1976,
PRK,1976,
PRT,1976,21.1419048031955
PRY,1976,4.47461474664498
PSE,1976,
PSS,1976,
PST,1976,9.26775457576897
PYF,1976,
QAT,1976,
ROU,1976,
RUS,1976,
RWA,1976,7.16586151383181
SAS,1976,-0.891858526344835
SAU,1976,31.5586605641125
SDN,1976,1.67488426358218
SEN,1976,1.08309218710661
SGP,1976,-1.84189298198423
SLB,1976,4.25531914893603
SLE,1976,
SLV,1976,7.03468963198829
SMR,1976,
SOM,1976,
SRB,1976,
SSA,1976,
SSD,1976,
SSF,1976,11.5448806519836
SST,1976,
STP,1976,
SUR,1976,10.0695380302795
SVK,1976,
SVN,1976,
SWE,1976,10.2492246529784
SWZ,1976,6.53091265949246
SXM,1976,
SYC,1976,14.8687336300478
SYR,1976,11.4285714285715
TCA,1976,
TCD,1976,
TEA,1976,
TEC,1976,
TGO,1976,11.6407308106915
THA,1976,4.14930555494794
TJK,1976,
TKM,1976,
TLA,1976,10.0695380302795
TLS,1976,
TMN,1976,10.7867791969762
TON,1976,7.10957583547552
TSA,1976,-0.891858526344835
TSS,1976,11.5448806519836
TTO,1976,10.6924643577729
TUN,1976,
TUR,1976,17.4556893891338
TUV,1976,
TZA,1976,6.85935002653249
UGA,1976,
UKR,1976,
UMC,1976,
URY,1976,50.6230495604619
USA,1976,5.74481263549085
UZB,1976,
VCT,1976,11.2889826175874
VEN,1976,
VGB,1976,
VIR,1976,
VNM,1976,
VUT,1976,
WLD,1976,
WSM,1976,4.90368682691045
XKX,1976,
YEM,1976,
ZAF,1976,11.0203906361099
ZMB,1976,
ZWE,1976,
ABW,1977,
AFE,1977,14.2380554942681
AFG,1977,
AFW,1977,
AGO,1977,
ALB,1977,
AND,1977,
ARB,1977,11.989283322105
ARE,1977,
ARG,1977,
ARM,1977,
ASM,1977,
ATG,1977,
AUS,1977,12.3098201936376
AUT,1977,5.49461568127665
AZE,1977,
BDI,1977,6.83451404136486
BEL,1977,7.09600059132598
BEN,1977,
BFA,1977,29.9861042997141
BGD,1977,
BGR,1977,
BHR,1977,17.7311208942373
BHS,1977,3.1898763705575
BIH,1977,
BLR,1977,
BLZ,1977,
BMU,1977,
BOL,1977,8.1072555205041
BRA,1977,
BRB,1977,8.35236969934997
BRN,1977,
BTN,1977,
BWA,1977,13.1687242801078
CAF,1977,
CAN,1977,7.97644539614562
CEB,1977,
CHE,1977,1.29599916278317
CHI,1977,
CHL,1977,91.9541325565105
CHN,1977,
CIV,1977,27.4218615091476
CMR,1977,14.6983091581554
COD,1977,68.9477081989998
COG,1977,
COL,1977,33.802818357982
COM,1977,
CPV,1977,
CRI,1977,4.19024045261669
CSS,1977,9.73113276853738
CUB,1977,
CUW,1977,
CYM,1977,
CYP,1977,7.3264604810133
CZE,1977,
DEU,1977,3.73416842414874
DJI,1977,
DMA,1977,9.50365525201999
DNK,1977,10.9222378100329
DOM,1977,12.8535275054287
DZA,1977,11.989283322105
EAP,1977,
EAR,1977,12.1569315041025
EAS,1977,
ECA,1977,
ECS,1977,
ECU,1977,13.0140551797556
EGY,1977,12.7321627929891
EMU,1977,9.76746473607034
ERI,1977,
ESP,1977,24.5380632929204
EST,1977,
ETH,1977,16.6571395908503
EUU,1977,9.76746473607034
FCS,1977,
FIN,1977,11.7933469184053
FJI,1977,7.00630444983928
FRA,1977,9.49455467190429
FRO,1977,
FSM,1977,
GAB,1977,13.8525690862841
GBR,1977,15.8402667458767
GEO,1977,
GHA,1977,116.450216453639
GIB,1977,
GIN,1977,
GMB,1977,12.3897308301286
GNB,1977,
GNQ,1977,
GRC,1977,12.3697970875078
GRD,1977,18.4568835098337
GRL,1977,
GTM,1977,12.3245796860999
GUM,1977,
GUY,1977,
HIC,1977,
HKG,1977,
HND,1977,8.4347077189513
HPC,1977,
HRV,1977,
HTI,1977,6.49190058113335
HUN,1977,3.90889569564824
IBD,1977,11.8202775391489
IBT,1977,
IDA,1977,
IDB,1977,10.1599404459599
IDN,1977,11.0520897946254
IDX,1977,
IMN,1977,
IND,1977,8.30747009171162
INX,1977,
IRL,1977,13.4722252633927
IRN,1977,27.2877846793093
IRQ,1977,9.16776253995514
ISL,1977,30.3167412725929
ISR,1977,34.6167146675521
ITA,1977,17.13004878665
JAM,1977,11.1910016370359
JOR,1977,14.5665171893876
JPN,1977,8.16182689596842
KAZ,1977,
KEN,1977,14.8209644818935
KGZ,1977,
KHM,1977,
KIR,1977,
KNA,1977,
KOR,1977,10.0966653313388
KWT,1977,9.88951925933104
LAC,1977,10.6889574207751
LAO,1977,
LBN,1977,
LBR,1977,
LBY,1977,6.28021302750907
LCA,1977,8.8657319002619
LCN,1977,10.6889574207751
LDC,1977,
LIC,1977,
LIE,1977,
LKA,1977,1.22487958802843
LMC,1977,11.4723618700578
LMY,1977,
LSO,1977,16.6883116885553
LTE,1977,
LTU,1977,
LUX,1977,6.70549411450658
LVA,1977,
MAC,1977,
MAF,1977,
MAR,1977,12.5970009920069
MCO,1977,
MDA,1977,
MDG,1977,3.10895289128434
MDV,1977,
MEA,1977,11.989283322105
MEX,1977,29.0641247103462
MHL,1977,
MIC,1977,11.2657936370698
MKD,1977,
MLI,1977,
MLT,1977,10.0403748002364
MMR,1977,-1.15668724252863
MNA,1977,12.293142157056
MNE,1977,
MNG,1977,
MNP,1977,
MOZ,1977,
MRT,1977,
MUS,1977,9.17249897074799
MWI,1977,
MYS,1977,4.78822401445964
NAC,1977,7.239064695437
NAM,1977,
NCL,1977,
NER,1977,23.251089606333
NGA,1977,15.0878340572688
NIC,1977,
NLD,1977,6.39929487406091
NOR,1977,9.10383971160296
NPL,1977,9.89885284313485
NRU,1977,
NZL,1977,14.3835494194622
OED,1977,11.1820214595703
OMN,1977,
OSS,1977,
PAK,1977,10.1329676874054
PAN,1977,4.58553791889615
PER,1977,38.0540914196793
PHL,1977,9.89875159736565
PLW,1977,
PNG,1977,4.52858203462227
POL,1977,4.90278951821563
PRE,1977,
PRI,1977,
PRK,1977,
PRT,1977,31.0167490988806
PRY,1977,9.35985291662837
PSE,1977,
PSS,1977,
PST,1977,9.29919719175362
PYF,1977,
QAT,1977,
ROU,1977,
RUS,1977,
RWA,1977,13.6551465066428
SAS,1977,9.10316146742323
SAU,1977,11.3990111699532
SDN,1977,17.0763307914921
SEN,1977,11.3405856371037
SGP,1977,3.16395014381584
SLB,1977,8.6167800453515
SLE,1977,
SLV,1977,11.8202775391489
SMR,1977,
SOM,1977,
SRB,1977,
SSA,1977,
SSD,1977,
SSF,1977,14.8900665023223
SST,1977,11.1910016370359
STP,1977,
SUR,1977,9.73113276853738
SVK,1977,
SVN,1977,
SWE,1977,11.4418051091076
SWZ,1977,20.80512182762
SXM,1977,
SYC,1977,14.9591685227511
SYR,1977,11.9658119658116
TCA,1977,
TCD,1977,
TEA,1977,
TEC,1977,
TGO,1977,22.4570134066176
THA,1977,7.60126687769027
TJK,1977,
TKM,1977,
TLA,1977,11.4679325880651
TLS,1977,
TMN,1977,12.293142157056
TON,1977,17.5379384484612
TSA,1977,9.10316146742323
TSS,1977,14.8900665023223
TTO,1977,11.7448635390942
TUN,1977,
TUR,1977,25.9853378650601
TUV,1977,
TZA,1977,11.6041381030119
UGA,1977,
UKR,1977,
UMC,1977,
URY,1977,58.1961750215737
USA,1977,6.50168399472839
UZB,1977,
VCT,1977,10.1869132045143
VEN,1977,
VGB,1977,
VIR,1977,
VNM,1977,
VUT,1977,5.73650947982463
WLD,1977,
WSM,1977,14.6107902659429
XKX,1977,
YEM,1977,
ZAF,1977,11.1519640869289
ZMB,1977,
ZWE,1977,
ABW,1978,
AFE,1978,12.52689251464
AFG,1978,
AFW,1978,
AGO,1978,
ALB,1978,
AND,1978,
ARB,1978,9.71603274954343
ARE,1978,
ARG,1978,
ARM,1978,
ASM,1978,
ATG,1978,
AUS,1978,8.00492610837437
AUT,1978,3.57431857551219
AZE,1978,
BDI,1978,23.8956206469303
BEL,1978,4.47059331592941
BEN,1978,
BFA,1978,8.26914007214047
BGD,1978,
BGR,1978,
BHR,1978,15.7855375941987
BHS,1978,6.10907035899869
BIH,1978,
BLR,1978,
BLZ,1978,
BMU,1978,
BOL,1978,10.3556722757192
BRA,1978,
BRB,1978,9.48238259101763
BRN,1978,
BTN,1978,
BWA,1978,9.04398827010364
CAF,1978,
CAN,1978,8.97372335151215
CEB,1978,
CHE,1978,1.02879289487424
CHI,1978,
CHL,1978,40.0872246313854
CHN,1978,
CIV,1978,13.2429868545928
CMR,1978,12.4630523441787
COD,1978,48.7690376115202
COG,1978,
COL,1978,17.7631590853462
COM,1978,
CPV,1978,
CRI,1978,6.00712709994908
CSS,1978,9.48238259101763
CUB,1978,
CUW,1978,
CYM,1978,
CYP,1978,7.43628329894656
CZE,1978,
DEU,1978,2.71869053600734
DJI,1978,
DMA,1978,7.71257905832725
DNK,1978,10.2136545710405
DOM,1978,3.47785034212177
DZA,1978,17.5239234455033
EAP,1978,
EAR,1978,9.31418369560825
EAS,1978,
ECA,1978,
ECS,1978,
ECU,1978,11.6500726357789
EGY,1978,11.078100382614
EMU,1978,7.57371223949732
ERI,1978,
ESP,1978,19.7736704973662
EST,1978,
ETH,1978,14.3081144649154
EUU,1978,7.75524596278477
FCS,1978,
FIN,1978,7.79935074552146
FJI,1978,6.10807100501502
FRA,1978,9.25055846724437
FRO,1978,
FSM,1978,
GAB,1978,10.7641690976807
GBR,1978,8.26314103860768
GEO,1978,
GHA,1978,73.091666667343
GIB,1978,
GIN,1978,
GMB,1978,8.8553459121409
GNB,1978,
GNQ,1978,
GRC,1978,12.5724256724441
GRD,1978,18.1353767560664
GRL,1978,
GTM,1978,8.28797624957703
GUM,1978,
GUY,1978,
HIC,1978,
HKG,1978,
HND,1978,5.74832464618228
HPC,1978,
HRV,1978,
HTI,1978,-2.67359498369295
HUN,1978,4.68714274853112
IBD,1978,10.3556722757192
IBT,1978,
IDA,1978,
IDB,1978,9.65352319747253
IDN,1978,8.11258259525912
IDX,1978,
IMN,1978,
IND,1978,2.52304875695182
INX,1978,
IRL,1978,7.71114118004808
IRN,1978,11.7219692041212
IRQ,1978,4.61194286682017
ISL,1978,43.7499982853606
ISR,1978,50.5509524949542
ITA,1978,12.0940138425074
JAM,1978,34.8998015240508
JOR,1978,6.92152129952408
JPN,1978,4.20956601068684
KAZ,1978,
KEN,1978,16.9317824582841
KGZ,1978,
KHM,1978,
KIR,1978,
KNA,1978,
KOR,1978,14.4602850195024
KWT,1978,8.68974512274839
LAC,1978,10.5079599343187
LAO,1978,
LBN,1978,
LBR,1978,
LBY,1978,29.3797941641698
LCA,1978,10.8775182920991
LCN,1978,10.3061292222966
LDC,1978,
LIC,1978,
LIE,1978,
LKA,1978,12.141597276466
LMC,1978,8.31509867908766
LMY,1978,
LSO,1978,13.4835790118489
LTE,1978,
LTU,1978,
LUX,1978,3.09466077424648
LVA,1978,
MAC,1978,
MAF,1978,
MAR,1978,9.71603274954343
MCO,1978,
MDA,1978,
MDG,1978,6.52844692261797
MDV,1978,
MEA,1978,9.71603274954343
MEX,1978,17.4572925678264
MHL,1978,
MIC,1978,8.93375884095016
MKD,1978,
MLI,1978,
MLT,1978,4.70751124951487
MMR,1978,-6.04470612570266
MNA,1978,10.3970665660787
MNE,1978,
MNG,1978,
MNP,1978,
MOZ,1978,
MRT,1978,
MUS,1978,8.54513915082284
MWI,1978,
MYS,1978,4.8600645855425
NAC,1978,8.30234359518409
NAM,1978,
NCL,1978,
NER,1978,10.0932002756994
NGA,1978,21.7092457416664
NIC,1978,
NLD,1978,4.11201196269292
NOR,1978,8.16167154339621
NPL,1978,7.34609125083294
NRU,1978,
NZL,1978,11.9566179733303
OED,1978,8.61843219505992
OMN,1978,
OSS,1978,
PAK,1978,6.13869266742742
PAN,1978,4.20052123266096
PER,1978,57.8487826251505
PHL,1978,7.33452593917692
PLW,1978,
PNG,1978,5.7999999989996
POL,1978,8.10126582278465
PRE,1978,
PRI,1978,
PRK,1978,
PRT,1978,21.0387723599383
PRY,1978,10.6602475929182
PSE,1978,
PSS,1978,
PST,1978,8.08329882588529
PYF,1978,
QAT,1978,
ROU,1978,
RUS,1978,
RWA,1978,13.2705337973878
SAS,1978,6.74239195913018
SAU,1978,-1.58360185022083
SDN,1978,19.2304044013514
SEN,1978,3.41965105587518
SGP,1978,4.87254381306425
SLB,1978,6.26304801670158
SLE,1978,
SLV,1978,13.2751232921383
SMR,1978,
SOM,1978,
SRB,1978,
SSA,1978,
SSD,1978,
SSF,1978,11.4594294425385
SST,1978,8.8553459121409
STP,1978,
SUR,1978,8.82352941179668
SVK,1978,
SVN,1978,
SWE,1978,9.99526541717738
SWZ,1978,8.5176147629162
SXM,1978,
SYC,1978,11.7832512318923
SYR,1978,4.80916030534372
TCA,1978,
TCD,1978,
TEA,1978,
TEC,1978,
TGO,1978,0.442773093953005
THA,1978,7.92408985303786
TJK,1978,
TKM,1978,
TLA,1978,10.5079599343187
TLS,1978,
TMN,1978,10.3970665660787
TON,1978,9.58437912111287
TSA,1978,6.74239195913018
TSS,1978,11.4594294425385
TTO,1978,10.256586168874
TUN,1978,
TUR,1978,61.8970444383435
TUV,1978,
TZA,1978,6.57500000000007
UGA,1978,
UKR,1978,
UMC,1978,
URY,1978,44.5483436672392
USA,1978,7.63096383885602
UZB,1978,
VCT,1978,8.42952810284597
VEN,1978,
VGB,1978,
VIR,1978,
VNM,1978,
VUT,1978,6.41379310344847
WLD,1978,
WSM,1978,2.05865885702085
XKX,1978,
YEM,1978,
ZAF,1978,11.1356076531847
ZMB,1978,
ZWE,1978,
ABW,1979,
AFE,1979,15.0698498241015
AFG,1979,
AFW,1979,
AGO,1979,
ALB,1979,
AND,1979,
ARB,1979,
ARE,1979,
ARG,1979,
ARM,1979,
ASM,1979,
ATG,1979,
AUS,1979,9.12200684150512
AUT,1979,3.70740096353416
AZE,1979,
BDI,1979,36.5407569980926
BEL,1979,4.46908394900489
BEN,1979,
BFA,1979,14.9934659503595
BGD,1979,
BGR,1979,
BHR,1979,2.20599195116765
BHS,1979,9.09139326792412
BIH,1979,
BLR,1979,
BLZ,1979,
BMU,1979,
BOL,1979,19.7197167787999
BRA,1979,
BRB,1979,13.1698355431799
BRN,1979,
BTN,1979,
BWA,1979,11.7362306367885
CAF,1979,
CAN,1979,9.1446769790719
CEB,1979,
CHE,1979,3.64764010558788
CHI,1979,
CHL,1979,33.3892190102252
CHN,1979,
CIV,1979,16.3423565736252
CMR,1979,6.58061081902711
COD,1979,101.051260411497
COG,1979,
COL,1979,24.1340757440456
COM,1979,
CPV,1979,
CRI,1979,9.18841043700978
CSS,1979,14.782239267266
CUB,1979,
CUW,1979,
CYM,1979,
CYP,1979,9.46370829519019
CZE,1979,
DEU,1979,4.04362200638281
DJI,1979,
DMA,1979,
DNK,1979,9.61105037907119
DOM,1979,9.17380513351449
DZA,1979,11.3486005086091
EAP,1979,
EAR,1979,11.5424155726988
EAS,1979,
ECA,1979,
ECS,1979,
ECU,1979,10.2662562280033
EGY,1979,9.90436051231128
EMU,1979,8.46533490414879
ERI,1979,
ESP,1979,15.6602355971771
EST,1979,
ETH,1979,16.032235939652
EUU,1979,8.2216869300552
FCS,1979,
FIN,1979,7.4669615131074
FJI,1979,7.80675824952118
FRA,1979,10.6467341716663
FRO,1979,
FSM,1979,
GAB,1979,7.95269853751444
GBR,1979,13.4212799774013
GEO,1979,
GHA,1979,54.4412883345617
GIB,1979,
GIN,1979,
GMB,1979,6.12895770734281
GNB,1979,
GNQ,1979,
GRC,1979,19.0941746808767
GRD,1979,20.8828828828831
GRL,1979,
GTM,1979,11.3433858811608
GUM,1979,
GUY,1979,
HIC,1979,
HKG,1979,
HND,1979,12.1353558926061
HPC,1979,
HRV,1979,
HTI,1979,13.0939242998194
HUN,1979,8.976412347003
IBD,1979,12.8869139378174
IBT,1979,
IDA,1979,
IDB,1979,8.26704697617572
IDN,1979,16.2327657550178
IDX,1979,
IMN,1979,
IND,1979,6.27568336762338
INX,1979,
IRL,1979,13.2954539852612
IRN,1979,10.4872367273486
IRQ,1979,
ISL,1979,44.4444558043744
ISR,1979,78.3100114110133
ITA,1979,14.7985735661485
JAM,1979,29.0792596109786
JOR,1979,14.2464917630784
JPN,1979,3.70185092546274
KAZ,1979,
KEN,1979,7.97935261848787
KGZ,1979,
KHM,1979,
KIR,1979,
KNA,1979,
KOR,1979,18.3234963421791
KWT,1979,7.04999999925009
LAC,1979,14.8423081655327
LAO,1979,
LBN,1979,
LBR,1979,
LBY,1979,-6.03902875017094
LCA,1979,9.3900427128736
LCN,1979,14.7221703689992
LDC,1979,
LIC,1979,
LIE,1979,
LKA,1979,10.731921430873
LMC,1979,10.9257362144613
LMY,1979,
LSO,1979,16.0035523977478
LTE,1979,
LTU,1979,
LUX,1979,4.54652779042167
LVA,1979,
MAC,1979,
MAF,1979,
MAR,1979,8.33136541815458
MCO,1979,
MDA,1979,
MDG,1979,14.0555922555515
MDV,1979,
MEA,1979,7.73923642806675
MEX,1979,18.1912462987644
MHL,1979,
MIC,1979,
MKD,1979,
MLI,1979,
MLT,1979,7.14710743797892
MMR,1979,5.67229502887825
MNA,1979,9.90436051231128
MNE,1979,
MNG,1979,
MNP,1979,
MOZ,1979,
MRT,1979,
MUS,1979,14.4663702058304
MWI,1979,
MYS,1979,3.65446799796413
NAC,1979,10.1995740541757
NAM,1979,
NCL,1979,
NER,1979,7.26787707223355
NGA,1979,11.7097306212117
NIC,1979,
NLD,1979,4.19929990168351
NOR,1979,4.50972761206205
NPL,1979,3.56545378520239
NRU,1979,
NZL,1979,13.6995950156641
OED,1979,10.1288922753687
OMN,1979,
OSS,1979,
PAK,1979,8.26704697617572
PAN,1979,7.98881859610768
PER,1979,66.6944229664877
PHL,1979,17.5333333327501
PLW,1979,
PNG,1979,5.76559546319338
POL,1979,7.02576112412187
PRE,1979,
PRI,1979,
PRK,1979,
PRT,1979,21.8992248062016
PRY,1979,28.1610386024436
PSE,1979,
PSS,1979,
PST,1979,9.04920959425406
PYF,1979,
QAT,1979,
ROU,1979,
RUS,1979,
RWA,1979,15.6733294423727
SAS,1979,7.27136517189955
SAU,1979,1.08156690288338
SDN,1979,31.1384550107529
SEN,1979,9.6533598525703
SGP,1979,4.07646537536399
SLB,1979,8.05500982318267
SLE,1979,
SLV,1979,14.0560247361062
SMR,1979,
SOM,1979,
SRB,1979,
SSA,1979,
SSD,1979,
SSF,1979,13.6746254544361
SST,1979,
STP,1979,
SUR,1979,14.8423081655327
SVK,1979,
SVN,1979,
SWE,1979,7.20978617047807
SWZ,1979,16.4535169700762
SXM,1979,
SYC,1979,12.480169222314
SYR,1979,4.55207574654038
TCA,1979,
TCD,1979,
TEA,1979,
TEC,1979,
TGO,1979,7.53925120772939
THA,1979,9.89736596559925
TJK,1979,
TKM,1979,
TLA,1979,14.8423081655327
TLS,1979,
TMN,1979,9.90436051231128
TON,1979,5.46001552795041
