location_key,date,new_deceased,new_deceased_age_0,new_deceased_age_1,new_deceased_age_2,new_deceased_age_3,new_deceased_age_4,new_deceased_age_5,new_deceased_age_6,new_deceased_age_7,new_deceased_age_8,new_deceased_age_9,new_confirmed,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9
AF,2020-11-09,3,0,0,0,0,0,0,0,0,0,0,166,0,0,0,0,0,0,0,0,0,0
AF,2020-07-01,12,0,0,0,0,0,0,0,0,0,0,302,0,0,0,0,0,0,0,0,0,0
AG,2020-08-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AI,2020-11-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AI,2020-09-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,2020-09-12,4,0,0,0,0,0,0,0,0,0,0,168,0,0,0,0,0,0,0,0,0,0
AM,2020-11-21,24,0,0,0,0,0,0,0,0,0,0,485,0,0,0,0,0,0,0,0,0,0
AM,2020-08-02,6,0,0,0,0,0,0,0,0,0,0,196,0,0,0,0,0,0,0,0,0,0
AM,2020-07-16,11,0,0,0,0,0,0,0,0,0,0,461,0,0,0,0,0,0,0,0,0,0
AN,2020-10-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN,2020-12-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN,2020-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AO,2020-07-17,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0
AO,2020-09-18,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0
AO,2020-10-11,1,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0
AO,2020-07-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AQ,2020-09-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AQ,2020-07-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS,2020-11-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS,2020-08-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS,2020-07-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS,2020-12-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS,2020-12-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AU,2020-07-31,7,0,0,0,0,0,0,0,0,0,0,652,0,0,0,0,0,0,0,0,0,0
AU,2020-07-19,3,0,0,0,0,0,0,0,0,0,0,381,0,0,0,0,0,0,0,0,0,0
AW,2020-12-16,1,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0
BA,2020-10-09,1,0,0,0,0,0,0,0,0,0,0,428,0,0,0,0,0,0,0,0,0,0
BA,2020-10-05,15,0,0,0,0,0,0,0,0,0,0,261,0,0,0,0,0,0,0,0,0,0
BA,2020-08-23,11,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0
BD,2020-10-01,20,0,0,0,0,0,0,0,0,0,0,1182,0,0,0,0,0,0,0,0,0,0
BD,2020-08-25,45,0,0,0,0,0,0,0,0,0,0,2436,0,0,0,0,0,0,0,0,0,0
BD,2020-12-26,27,0,0,0,0,0,0,0,0,0,0,932,0,0,0,0,0,0,0,0,0,0
BD,2020-12-28,22,0,0,0,0,0,0,0,0,0,0,1235,0,0,0,0,0,0,0,0,0,0
BE,2020-08-01,5,0,0,0,0,0,0,0,0,0,0,309,0,0,0,0,0,0,0,0,0,0
BE,2020-09-14,3,0,0,0,0,0,0,0,0,0,0,1724,0,0,0,0,0,0,0,0,0,0
BF,2020-12-04,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0
BG,2020-10-21,16,0,0,0,0,0,0,0,0,0,0,1595,0,0,0,0,0,0,0,0,0,0
BG,2020-10-10,1,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0
BG,2020-11-08,106,0,0,0,0,0,0,0,0,0,0,3816,0,0,0,0,0,0,0,0,0,0
BG,2020-12-06,213,0,0,0,0,0,0,0,0,0,0,2764,0,0,0,0,0,0,0,0,0,0
BH,2020-08-07,2,0,0,0,0,0,0,0,0,0,0,322,0,0,0,0,0,0,0,0,0,0
BJ,2020-11-30,1,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0
BJ,2020-12-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BJ,2020-10-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BM,2020-12-15,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
BN,2020-09-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BO,2020-09-27,30,0,0,0,0,0,0,0,0,0,0,309,0,0,0,0,0,0,0,0,0,0
BO,2020-11-27,4,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0
BO,2020-11-12,7,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0
BQ,2020-08-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BQ,2020-12-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BQ,2020-08-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BQ,2020-09-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BQ,2020-11-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BS,2020-10-11,1,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0
BV,2020-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BV,2020-09-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BV,2020-11-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BV,2020-09-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BW,2020-09-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BY,2020-07-15,5,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0
BY,2020-09-18,3,0,0,0,0,0,0,0,0,0,0,231,0,0,0,0,0,0,0,0,0,0
BY,2020-07-11,5,0,0,0,0,0,0,0,0,0,0,168,0,0,0,0,0,0,0,0,0,0
BY,2020-08-03,3,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0
BY,2020-11-25,9,0,0,0,0,0,0,0,0,0,0,1563,0,0,0,0,0,0,0,0,0,0
BZ,2020-12-14,2,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0
BZ,2020-11-30,1,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0
BZ,2020-09-01,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0
CA,2020-10-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA,2020-10-31,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA,2020-09-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC,2020-09-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC,2020-12-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC,2020-12-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC,2020-09-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC,2020-11-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD,2020-11-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD,2020-09-10,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0
CD,2020-07-09,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0
CD,2020-12-12,2,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0
CF,2020-07-29,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
CG,2020-07-26,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0
CH,2020-11-27,88,0,0,0,0,0,0,0,0,0,0,4067,0,0,0,0,0,0,0,0,0,0
CH,2020-07-24,1,0,0,0,0,0,0,0,0,0,0,147,0,0,0,0,0,0,0,0,0,0
CI,2020-08-05,0,0,0,0,0,0,0,0,0,0,0,214,0,0,0,0,0,0,0,0,0,0
CI,2020-09-19,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0
CK,2020-10-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CM,2020-10-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CM,2020-09-05,0,0,0,0,0,0,0,0,0,0,0,244,0,0,0,0,0,0,0,0,0,0
CM,2020-12-15,1,0,0,0,0,0,0,0,0,0,0,186,0,0,0,0,0,0,0,0,0,0
CN,2020-10-13,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0
CR,2020-11-02,8,0,0,0,0,0,0,0,0,0,0,540,0,0,0,0,0,0,0,0,0,0
CR,2020-07-10,1,0,0,0,0,0,0,0,0,0,0,360,0,0,0,0,0,0,0,0,0,0
CR,2020-08-08,10,0,0,0,0,0,0,0,0,0,0,721,0,0,0,0,0,0,0,0,0,0
CR,2020-12-19,15,0,0,0,0,0,0,0,0,0,0,1019,0,0,0,0,0,0,0,0,0,0
CU,2020-12-29,2,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0
CU,2020-12-13,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0
CU,2020-07-13,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
CU,2020-09-25,2,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0
CU,2020-11-29,1,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0
CV,2020-07-03,1,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0
CV,2020-12-24,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
CV,2020-10-31,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0
CV,2020-08-18,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0
CW,2020-07-23,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CW,2020-09-08,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
CW,2020-11-05,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
CX,2020-07-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CX,2020-08-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CX,2020-12-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CY,2020-12-18,2,0,0,0,0,0,0,0,0,0,0,419,0,0,0,0,0,0,0,0,0,0
CY,2020-08-06,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0
DJ,2020-11-05,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
DK,2020-08-28,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0
DK,2020-09-28,1,0,0,0,0,0,0,0,0,0,0,449,0,0,0,0,0,0,0,0,0,0
DK,2020-12-07,6,0,0,0,0,0,0,0,0,0,0,3123,0,0,0,0,0,0,0,0,0,0
DM,2020-09-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DM,2020-11-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DZ,2020-08-13,10,0,0,0,0,0,0,0,0,0,0,477,0,0,0,0,0,0,0,0,0,0
DZ,2020-12-27,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DZ,2020-07-06,9,0,0,0,0,0,0,0,0,0,0,475,0,0,0,0,0,0,0,0,0,0
DZ,2020-08-21,6,0,0,0,0,0,0,0,0,0,0,401,0,0,0,0,0,0,0,0,0,0
EC,2020-11-03,6,0,0,0,0,0,0,0,0,0,0,1323,0,0,0,0,0,0,0,0,0,0
EG,2020-08-24,18,0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0,0,0
EG,2020-12-06,19,0,0,0,0,0,0,0,0,0,0,415,0,0,0,0,0,0,0,0,0,0
EG,2020-12-14,23,0,0,0,0,0,0,0,0,0,0,523,0,0,0,0,0,0,0,0,0,0
EG,2020-10-03,11,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0
EG,2020-11-15,12,0,0,0,0,0,0,0,0,0,0,242,0,0,0,0,0,0,0,0,0,0
EH,2020-08-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ER,2020-07-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ET,2020-10-14,13,0,0,0,0,0,0,0,0,0,0,739,0,0,0,0,0,0,0,0,0,0
ET,2020-11-30,3,0,0,0,0,0,0,0,0,0,0,480,0,0,0,0,0,0,0,0,0,0
ET,2020-12-07,11,0,0,0,0,0,0,0,0,0,0,531,0,0,0,0,0,0,0,0,0,0
ET,2020-11-25,8,0,0,0,0,0,0,0,0,0,0,560,0,0,0,0,0,0,0,0,0,0
ET,2020-07-01,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0
FJ,2020-07-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FK,2020-12-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FK,2020-09-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FO,2020-10-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GA,2020-07-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GA,2020-12-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GD,2020-08-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GD,2020-07-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GD,2020-08-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GE,2020-11-03,20,0,0,0,0,0,0,0,0,0,0,2401,0,0,0,0,0,0,0,0,0,0
GE,2020-07-05,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
GE,2020-07-27,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
GE,2020-10-24,14,0,0,0,0,0,0,0,0,0,0,1872,0,0,0,0,0,0,0,0,0,0
GF,2020-08-07,1,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0
GF,2020-09-22,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0
GF,2020-12-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GG,2020-09-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GG,2020-12-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GG,2020-09-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GG,2020-09-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GG,2020-12-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GG,2020-08-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GH,2020-07-16,0,0,0,0,0,0,0,0,0,0,0,763,0,0,0,0,0,0,0,0,0,0
GI,2020-10-02,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
GI,2020-11-20,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
GI,2020-10-17,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0
GL,2020-08-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GL,2020-07-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GL,2020-09-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GL,2020-10-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GM,2020-08-13,0,0,0,0,0,0,0,0,0,0,0,183,0,0,0,0,0,0,0,0,0,0
GN,2020-10-20,1,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0
GN,2020-08-02,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0
GN,2020-08-23,2,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0
GN,2020-12-21,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0
GQ,2020-11-14,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0
GQ,2020-07-13,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0
GR,2020-09-29,3,0,0,0,0,0,0,0,0,0,0,352,0,0,0,0,0,0,0,0,0,0
GR,2020-11-10,43,0,0,0,0,0,0,0,0,0,0,2751,0,0,0,0,0,0,0,0,0,0
GR,2020-10-20,6,0,0,0,0,0,0,0,0,0,0,865,0,0,0,0,0,0,0,0,0,0
GR,2020-11-30,111,0,0,0,0,0,0,0,0,0,0,2199,0,0,0,0,0,0,0,0,0,0
GS,2020-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS,2020-07-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS,2020-11-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GT,2020-12-13,22,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0
GT,2020-08-24,19,0,0,0,0,0,0,0,0,0,0,1118,0,0,0,0,0,0,0,0,0,0
GU,2020-10-26,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0
GW,2020-08-12,4,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0
GW,2020-09-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW,2020-12-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GY,2020-12-11,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0
GY,2020-09-08,1,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0
GY,2020-08-21,1,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0
HM,2020-10-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HN,2020-07-16,10,0,0,0,0,0,0,0,0,0,0,831,0,0,0,0,0,0,0,0,0,0
HN,2020-08-31,15,0,0,0,0,0,0,0,0,0,0,840,0,0,0,0,0,0,0,0,0,0
HR,2020-10-07,1,0,0,0,0,0,0,0,0,0,0,542,0,0,0,0,0,0,0,0,0,0
HR,2020-12-29,65,0,0,0,0,0,0,0,0,0,0,1850,0,0,0,0,0,0,0,0,0,0
HR,2020-10-02,2,0,0,0,0,0,0,0,0,0,0,241,0,0,0,0,0,0,0,0,0,0
HR,2020-08-07,2,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0
HR,2020-10-29,20,0,0,0,0,0,0,0,0,0,0,2772,0,0,0,0,0,0,0,0,0,0
HT,2020-11-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HT,2020-09-27,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0
HT,2020-08-30,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0
ID,2020-07-02,53,0,0,0,0,0,0,0,0,0,0,1624,0,0,0,0,0,0,0,0,0,0
ID,2020-08-11,59,0,0,0,0,0,0,0,0,0,0,1693,0,0,0,0,0,0,0,0,0,0
ID,2020-10-25,94,0,0,0,0,0,0,0,0,0,0,3732,0,0,0,0,0,0,0,0,0,0
ID,2020-08-16,79,0,0,0,0,0,0,0,0,0,0,2081,0,0,0,0,0,0,0,0,0,0
IE,2020-09-10,3,0,0,0,0,0,0,0,0,0,0,211,0,0,0,0,0,0,0,0,0,0
IE,2020-09-18,0,0,0,0,0,0,0,0,0,0,0,267,0,0,0,0,0,0,0,0,0,0
IE,2020-12-27,9,0,0,0,0,0,0,0,0,0,0,765,0,0,0,0,0,0,0,0,0,0
IL,2020-09-03,12,0,0,0,0,0,0,0,0,0,0,2623,0,0,0,0,0,0,0,0,0,0
IL,2020-09-05,12,0,0,0,0,0,0,0,0,0,0,2176,0,0,0,0,0,0,0,0,0,0
IM,2020-12-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IO,2020-12-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IO,2020-07-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IO,2020-11-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IR,2020-08-24,125,0,0,0,0,0,0,0,0,0,0,2213,0,0,0,0,0,0,0,0,0,0
IR,2020-10-18,337,0,0,0,0,0,0,0,0,0,0,4251,0,0,0,0,0,0,0,0,0,0
IS,2020-12-19,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0
IS,2020-10-19,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0
IT,2020-10-30,199,0,0,0,0,0,0,0,0,0,0,31084,0,0,0,0,0,0,0,0,0,0
IT,2020-09-18,10,0,0,0,0,0,0,0,0,0,0,1907,0,0,0,0,0,0,0,0,0,0
IT,2020-11-26,822,0,0,0,0,0,0,0,0,0,0,29003,0,0,0,0,0,0,0,0,0,0
IT,2020-11-25,722,0,0,0,0,0,0,0,0,0,0,25853,0,0,0,0,0,0,0,0,0,0
JE,2020-09-09,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
JE,2020-07-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JM,2020-10-01,5,0,0,0,0,0,0,0,0,0,0,149,0,0,0,0,0,0,0,0,0,0
JM,2020-11-26,2,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0
JM,2020-12-06,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0
JO,2020-07-13,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0
JO,2020-12-13,42,0,0,0,0,0,0,0,0,0,0,2863,0,0,0,0,0,0,0,0,0,0
JO,2020-10-05,12,0,0,0,0,0,0,0,0,0,0,1537,0,0,0,0,0,0,0,0,0,0
JP,2020-08-18,13,0,0,0,0,0,0,0,0,0,0,903,0,0,0,0,0,0,0,0,0,0
JP,2020-07-29,3,0,0,0,0,0,0,0,0,0,0,1245,0,0,0,0,0,0,0,0,0,0
KE,2020-09-07,0,0,0,0,0,0,0,0,0,0,0,151,0,0,0,0,0,0,0,0,0,0
KG,2020-09-19,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0
KG,2020-11-07,5,0,0,0,0,0,0,0,0,0,0,571,0,0,0,0,0,0,0,0,0,0
KG,2020-07-17,80,0,0,0,0,0,0,0,0,0,0,1020,0,0,0,0,0,0,0,0,0,0
KH,2020-08-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KH,2020-08-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KH,2020-10-07,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
KI,2020-09-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KI,2020-10-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KI,2020-11-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KI,2020-08-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KM,2020-07-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KM,2020-12-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KM,2020-09-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KN,2020-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KN,2020-12-05,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
KN,2020-07-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KN,2020-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KP,2020-07-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KP,2020-09-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KP,2020-12-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KR,2020-07-07,2,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
KR,2020-09-29,2,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0
