date,location_key,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential
2022-06-04,BD,47,84,101,84,72,7
2021-08-12,BE,11,17,155,-22,-41,7
2022-02-28,BF,101,171,187,65,76,7
2020-11-21,BO,-31,-16,-28,-29,-7,7
2021-12-28,BW,10,44,59,37,-72,7
2021-01-04,BY,-24,-4,-18,-18,-33,7
2022-04-20,BZ,38,46,100,14,-13,7
2021-09-09,CA,-1,13,99,-38,-33,7
2021-10-06,CA,-2,11,76,-39,-26,7
2021-07-28,CA,2,17,185,-45,-40,7
2021-05-01,CR,-29,0,-45,-32,-14,7
2022-02-04,DK,-6,-7,12,-27,-19,7
2020-12-22,DO,-14,22,-14,5,-28,7
2022-04-14,EG,5,99,46,38,31,7
2022-08-14,GT,30,36,39,13,33,7
2020-11-28,HU,-35,-7,-23,-32,-11,7
2020-08-02,ID,-20,-1,-8,-29,-5,7
2022-01-28,IL,-17,1,-19,-34,-20,7
2022-03-21,IQ,88,162,91,65,-3,7
2020-09-08,IQ,-4,14,-1,-2,-21,7
2022-08-23,IT,7,25,171,-13,-38,7
2020-10-05,KH,-18,-12,-26,-42,-20,7
2022-03-12,KR,-14,9,2,-27,-4,7
2022-03-18,KW,-13,-3,-16,-3,-15,7
2020-09-14,LU,-5,-6,89,-18,-35,7
2021-04-28,LV,-20,-1,47,-30,-30,7
2022-05-08,NA,43,73,50,24,38,7
2022-08-21,NZ,12,13,-11,-29,-5,7
2022-04-27,NZ,5,12,-7,-39,-14,7
2020-09-25,OM,-30,-21,-37,-42,-21,7
2020-09-16,OM,-27,-20,-26,-41,-23,7
2021-04-19,PL,-26,2,41,-31,-21,7
2021-08-04,SE,17,17,344,-30,-58,7
2021-12-18,SG,-2,13,0,-13,10,7
2020-10-29,SN,-21,5,-21,-26,-35,7
2022-02-17,TG,41,56,115,14,39,7
2022-02-02,TG,40,59,121,-2,39,7
2021-09-04,TH,-19,7,-47,-55,-7,7
2022-09-11,TH,8,44,-3,-11,10,7
2022-09-07,TH,6,39,-3,-14,5,7
2021-07-11,UY,-20,7,-46,-21,-7,7
2021-03-06,ZA,-3,14,-32,-25,-2,7
2021-06-18,BR,-18,33,-21,-10,6,7
2021-01-22,BR,-26,7,-23,-20,-9,7
2021-12-20,CZ,8,40,-10,-8,-19,7
2021-12-13,FI,-3,9,20,-29,-25,7
2021-10-24,IN,-10,32,0,7,7,7
2021-10-31,MY,-14,15,16,-24,-16,7
2022-02-27,NZ,-4,10,-12,-49,-6,7
2021-07-10,TH,-21,17,-50,-55,-1,7
2022-06-18,TW,-24,-2,-22,-37,-1,7
2021-05-10,US,-9,0,16,-27,-29,7
2022-06-11,AE,25,46,3,26,10,7
2020-10-28,AU,-12,-1,-17,-38,-11,7
2022-03-01,AU,-14,4,-33,-46,-17,7
2022-08-10,BB,22,18,55,-5,-9,7
2022-03-03,BE,3,17,61,-23,-30,7
2021-07-15,BH,-3,10,-31,11,-12,7
2021-08-20,BH,-16,-4,-43,1,-2,7
2022-02-16,BJ,27,101,140,-6,37,7
2021-08-16,BO,-2,13,-7,-4,-5,7
2022-02-05,BO,7,16,-3,6,19,7
2022-05-18,BO,19,28,15,14,50,7
2022-03-06,BW,60,98,123,79,49,7
2022-02-16,CI,59,117,46,74,34,7
2022-03-12,CR,-4,14,-13,-18,15,7
2022-06-15,CR,-5,21,-17,-10,20,7
2022-06-27,CR,-7,17,-17,-13,20,7
2022-09-10,DO,2,28,-1,7,0,7
2022-09-06,EC,42,73,29,38,19,7
2020-08-05,EG,-21,15,15,-25,-24,7
2021-11-16,GB,-11,5,14,-29,-28,7
2021-11-19,GH,34,65,3,38,7,7
2022-01-09,GR,-38,40,5,-18,-21,7
2020-11-14,GT,-22,-9,-28,-26,-10,7
2022-01-03,HT,13,18,2,7,-39,7
2020-09-18,HT,-6,-7,-18,-5,-20,7
2020-09-16,IL,-8,19,15,-14,-26,7
2021-08-31,IL,5,29,22,-14,-29,7
2021-04-13,JM,-23,-9,-24,-19,-33,7
2021-06-25,KE,23,46,2,45,15,7
2021-05-31,KE,28,41,-6,42,5,7
2022-03-22,KG,-19,-12,-4,-19,-18,7
2021-08-26,KW,-21,-10,-27,-15,-21,7
2020-10-30,LT,-38,15,16,-26,-32,7
2021-12-01,LU,-12,12,-10,-13,-17,7
2022-08-12,LU,-19,10,176,-9,-43,7
2021-08-02,MX,-5,28,-19,-11,-15,7
2021-03-07,NG,-5,6,-10,7,-6,7
2020-07-27,NO,19,15,197,-22,-57,7
2020-12-19,NP,-24,8,7,9,0,7
2022-06-14,NZ,-2,9,-23,-36,1,7
2022-06-23,PK,51,74,74,62,42,7
2021-03-31,PL,-29,13,87,-28,-27,7
2020-10-03,PR,-23,-15,-37,-45,-18,7
2021-11-13,RW,54,17,45,11,13,7
2020-10-17,SA,-23,-9,-22,-47,-14,7
2020-10-28,SE,-2,1,35,-34,-31,7
2021-08-03,SN,-14,22,-10,-17,-34,7
2022-01-29,TG,43,48,133,7,36,7
2022-06-17,TH,-4,22,-11,-25,0,7
2021-11-28,ZA,26,54,-3,3,16,7
2021-11-19,DE,-8,14,18,-18,-15,7
2021-03-27,AR,-31,2,-56,-23,-6,7
2021-07-27,AR,-20,13,-44,-19,-2,7
2020-12-28,AR,-33,0,-54,-30,-13,7
2020-10-25,BR,-26,12,-27,-13,6,7
2021-07-01,BR,-13,44,-16,-10,4,7
2021-12-01,CZ,-11,24,-14,-10,-12,7
2022-01-18,EE,-11,3,-1,-24,-16,7
2022-04-01,FR,-18,13,2,-10,-13,7
2022-07-20,MX,12,42,9,3,3,7
2021-03-28,MY,-18,1,-7,-42,-19,7
2022-07-25,TW,-21,-1,-18,-27,-8,7
2021-09-13,TW,-25,8,-30,-27,-7,7
2021-07-14,AE,-5,22,-37,-27,-14,7
2021-06-11,AE,-8,19,-43,-33,-5,7
2022-06-27,AE,14,38,-11,21,14,7
2022-03-16,AF,109,197,145,14,23,7
2021-11-01,AG,-15,2,97,-62,-71,7
2022-07-08,AO,111,104,165,114,64,7
2021-11-04,AU,-7,10,-16,-46,-15,7
2020-10-16,BD,-6,19,2,5,6,7
2022-02-07,BE,-3,17,28,-22,-22,7
2022-08-22,BE,8,28,103,-15,-30,7
2022-05-20,BH,-1,9,-20,17,2,7
2022-07-30,BO,21,25,21,24,38,7
2021-04-08,BO,-19,1,-22,-14,-10,7
2020-09-12,CM,3,-2,-11,16,-11,7
2022-06-19,CR,-5,22,-17,-14,18,7
2022-06-06,DO,0,30,1,10,3,7
2021-10-04,EC,17,44,-3,18,-13,7
2021-11-16,EC,23,48,-1,24,-9,7
2021-01-28,FJ,-7,-11,-18,-25,-8,7
2021-09-13,GB,-6,8,64,-26,-32,7
2021-07-17,GH,23,64,-2,27,-1,7
2020-12-28,HN,-20,7,-11,-18,-28,7
2020-11-26,HR,-20,-1,-9,-34,-20,7
2021-12-20,HU,29,44,24,-10,-23,7
2021-09-09,ID,0,23,-7,-28,-19,7
2021-03-12,ID,-18,0,-19,-34,-28,7
2021-11-02,IN,12,75,13,17,-11,7
2020-10-15,IT,-19,-2,-17,-24,-18,7
2022-08-20,JO,29,64,43,13,17,7
2022-03-05,KE,60,68,84,78,45,7
2020-07-24,KZ,-24,-6,15,0,-36,7
2022-08-10,MA,52,135,125,36,-11,7
2020-07-21,MU,-17,-12,-30,-25,-14,7
2021-09-29,MX,-4,25,-19,-10,-10,7
2021-01-04,NA,-12,6,1,-31,-41,7
2020-10-09,NI,-19,-4,-23,-21,-9,7
2022-06-13,NI,28,48,24,35,43,7
2022-03-02,PA,-5,16,-22,-12,-5,7
2021-12-18,PH,10,52,7,-10,3,7
2022-05-13,PK,55,80,77,64,51,7
2022-08-31,PR,-7,-6,-7,-17,-3,7
2021-05-12,PY,-17,6,-34,-30,-7,7
2020-09-06,QA,-3,21,11,-20,-5,7
2020-09-16,QA,-10,12,-2,-17,-3,7
2021-03-18,RS,-51,2,-28,-29,-32,7
2021-11-10,RW,47,7,36,8,9,7
2022-06-18,SA,11,37,12,1,27,7
2020-12-17,SV,-2,14,-17,10,-21,7
2022-01-01,SV,-33,-30,-9,-32,-66,7
2022-07-25,TT,22,59,29,14,-8,7
2022-02-07,TZ,34,48,40,24,23,7
2021-02-01,UY,-37,-19,-52,-35,-19,7
2020-07-13,ZM,2,5,3,-10,-4,7
2020-12-13,DE,-60,-17,-8,-44,-19,7
2021-06-22,AR,-29,10,-49,-21,-2,7
2021-04-30,BR,-20,37,-30,-13,0,7
2022-01-03,BR,-9,43,13,-5,-5,7
2021-10-23,IN,-5,44,1,8,2,7
2022-01-03,MX,8,42,-11,7,-9,7
2021-08-07,PE,0,15,0,-2,0,7
2022-07-20,TW,-24,-5,-21,-26,-4,7
2022-02-23,TW,-31,-13,-50,-23,4,7
2021-06-30,AR,-28,9,-48,-24,0,7
2020-12-03,BR,-15,23,-23,-11,-2,7
2021-05-10,BR,-21,26,-35,-14,0,7
2020-12-17,CZ,-5,20,-4,-14,-15,7
2021-12-02,DE,-10,20,8,-22,-16,7
2021-10-22,FI,-7,-1,40,-35,-37,7
2020-11-11,FI,-11,-2,23,-35,-16,7
2021-08-16,FR,5,36,228,-12,-50,7
2020-07-27,FR,-1,8,184,-21,-39,7
2020-10-25,IN,-34,3,-37,-15,-10,7
2021-12-15,NZ,17,24,-19,-38,-7,7
2021-04-09,US,-10,-5,16,-26,-30,7
2022-07-27,AF,109,197,142,1,29,7
2022-07-21,AF,96,106,137,5,43,7
2022-03-11,AG,40,21,105,-19,6,7
2020-09-18,AG,-10,-8,35,-37,-26,7
2022-03-16,AT,-21,6,2,-21,-19,7
2022-08-24,AU,-5,7,-22,-30,-4,7
2022-08-16,AU,-7,8,-26,-32,-4,7
2020-08-08,BD,-22,-1,1,-17,-10,7
2021-05-31,BD,20,52,24,29,14,7
2021-04-11,BE,-50,-1,23,-34,-9,7
2021-11-15,BE,-4,18,8,-20,-22,7
2021-02-16,BH,-22,-10,-28,-16,-22,7
2020-12-22,CR,-9,7,-26,-23,-28,7
2022-07-04,DO,4,37,2,14,-2,7
2022-03-21,DO,2,31,5,11,4,7
2022-09-11,DO,-2,29,2,11,-1,7
2022-06-06,EC,30,59,18,32,23,7
2022-01-16,EC,10,34,5,15,23,7
2020-10-04,EC,-27,-6,-22,-18,-1,7
2022-04-18,EG,9,102,55,42,36,7
2021-11-19,FJ,21,28,-7,-13,10,7
2021-08-20,GB,-8,5,88,-29,-39,7
2022-03-31,GB,-16,2,8,-33,-26,7
2020-10-07,GH,-6,15,-16,0,-18,7
2021-05-21,GT,-11,11,-17,-26,-15,7
2021-07-09,GT,-4,19,-10,-22,-16,7
2020-07-04,HT,-20,-18,-13,-33,-17,7
2020-10-27,ID,-16,4,-9,-25,-25,7
2021-02-18,JP,-21,-6,-29,-30,-14,7
2021-08-15,JP,-22,1,-32,-35,-20,7
2021-02-03,KE,-2,9,-12,15,-9,7
2021-06-10,KE,25,46,-1,47,10,7
2020-07-07,KG,-32,-16,-6,-27,-41,7
2020-09-22,KH,-15,-8,-16,-39,-20,7
2021-01-18,KW,-27,-21,-26,-9,-27,7
2020-12-19,KW,-21,-11,-18,-5,-19,7
2021-07-24,LA,-29,-10,-36,-57,-37,7
2021-02-08,LB,-48,2,-31,-48,-52,7
2022-01-12,MN,62,143,43,81,57,7
2020-10-08,MT,-7,-6,23,-12,-21,7
2020-07-13,MU,-16,-9,-35,-27,-15,7
2020-09-18,NA,-13,-2,-16,-40,-10,7
2022-06-25,NZ,12,9,-2,-35,-15,7
2020-09-08,OM,-24,-18,-22,-39,-24,7
2021-04-11,PA,-41,-31,-50,-44,-17,7
2021-08-22,PA,-22,-16,-42,-32,-8,7
2022-04-05,PA,-7,21,-18,0,16,7
2022-03-16,PA,-2,24,-12,0,9,7
2021-01-09,PL,-38,-9,-3,-41,-8,7
2022-02-04,PY,0,19,-15,-17,10,7
2020-10-23,SA,-21,-7,-11,-46,-17,7
2022-09-02,SA,22,49,16,0,26,7
2021-08-16,SE,7,13,120,-31,-36,7
2020-12-20,SG,-10,7,1,-20,5,7
2020-10-23,SN,-22,11,-26,-23,-19,7
2021-02-24,TR,-34,22,-10,-17,-17,7
2021-12-29,VE,41,91,49,2,-10,7
2022-08-10,AO,118,105,200,111,54,7
2022-02-10,AT,-18,3,27,-25,-26,7
2020-11-19,AU,-16,-1,-13,-40,-15,7
2020-10-27,AW,-17,-6,19,-53,-15,7
2022-01-13,BH,3,16,-16,-3,-1,7
2022-06-10,BO,23,34,18,16,49,7
2020-09-28,BW,21,37,52,31,-11,7
2020-11-15,CA,-25,-11,-13,-50,-13,7
2022-05-23,CL,-9,17,-22,12,53,7
2022-05-30,CL,-7,17,-22,12,53,7
2022-08-05,CR,-3,21,-15,-12,25,7
2022-02-15,DE,-13,11,35,-21,-16,7
2021-04-19,DK,-5,0,159,-30,-27,7
2021-12-10,EC,27,56,4,24,2,7
2020-10-08,EG,-22,31,1,-26,-36,7
2022-09-06,FJ,68,83,96,21,46,7
2022-08-08,FR,6,36,250,-5,-48,7
2020-10-11,GA,-8,-8,20,-3,-7,7
2022-03-10,GR,-26,33,-3,-25,-12,7
2021-03-18,GT,-18,3,-24,-28,-22,7
2022-08-28,JM,22,40,36,3,15,7
2022-04-25,JO,29,64,27,-6,7,7
2020-07-07,JP,-12,-1,-18,-22,-12,7
2020-07-01,KH,-15,-8,-13,-41,-18,7
2022-02-01,KH,-1,-10,17,-39,-23,7
2020-11-21,LB,-49,2,-25,-45,-33,7
2022-06-19,LY,178,255,259,108,100,7
2022-03-07,MA,17,91,11,10,19,7
2021-01-30,MX,-34,-2,-43,-34,-7,7
2020-08-11,MZ,-10,-2,-17,-23,-4,7
2022-03-09,MZ,46,54,47,28,46,7
2020-07-13,MZ,-13,-4,-22,-25,-3,7
2021-01-30,NG,-8,3,-9,12,-8,7
2022-07-26,NI,36,56,37,37,37,7
2022-02-25,NO,-11,-5,24,-32,-30,7
2020-09-02,OM,-25,-18,-24,-42,-24,7
2022-03-27,PE,2,15,4,-8,30,7
2020-07-27,PK,1,16,8,-7,-21,7
2022-02-09,PL,-7,16,10,-23,-14,7
2022-07-23,PR,-11,-8,12,-6,-8,7
2020-07-05,PR,-23,-26,-7,-37,-19,7
2021-06-02,RW,32,14,29,7,0,7
2021-01-25,SA,-21,-9,-25,-37,-23,7
2021-11-26,SI,-5,15,-22,-16,-10,7
2022-03-04,SK,-14,20,11,-16,-14,7
2022-01-21,TG,43,57,112,11,43,7
2022-07-26,TT,22,57,25,14,-7,7
2021-10-10,ZA,7,29,2,-7,7,7
2021-07-12,AR,-22,16,-45,-21,-5,7
2020-12-14,BR,-15,17,-26,-11,0,7
2022-01-07,BR,-6,50,1,-5,3,7
2021-03-20,ES,-36,1,-8,-29,-17,7
2021-08-05,FR,2,28,191,-14,-44,7
2020-10-28,FR,-13,11,24,-24,-31,7
2021-10-13,IN,1,52,12,12,-13,7
2021-02-10,IN,-22,19,-18,-7,-16,7
2020-12-14,AR,-32,-2,-54,-28,-9,7
2021-07-13,BR,-12,36,-13,-7,3,7
2020-12-30,BR,-6,46,20,-15,-19,7
2020-10-02,BR,-20,21,-19,-10,-5,7
2022-01-03,CO,14,51,27,0,-21,7
2021-11-19,CZ,-10,23,-10,-8,-17,7
2022-08-24,MX,14,41,8,17,12,7
2022-08-07,AR,5,29,-22,10,14,7
2021-02-20,AT,-44,-11,4,-39,-20,7
2020-10-17,BB,-18,-12,25,-35,-18,7
2020-11-22,BD,-3,18,11,8,7,7
2021-08-04,BE,10,10,118,-24,-43,7
2020-11-12,BG,-27,3,-7,-15,-28,7
2020-12-04,BS,-27,-13,-4,-47,-24,7
2020-09-15,BW,9,10,56,19,0,7
2021-02-07,CV,-51,-34,-25,-64,-50,7
2022-03-17,DE,-19,12,19,-23,-14,7
2021-06-05,DO,-28,3,-29,-9,-19,7
2022-03-17,DO,4,32,7,10,3,7
2020-11-15,EC,-23,-5,-24,-12,7,7
2020-11-23,FJ,-5,-3,-16,-26,-3,7
2021-12-03,GB,-7,6,5,-26,-28,7
2022-08-26,GB,-5,9,84,-22,-37,7
2021-10-13,GB,-10,4,33,-30,-30,7
2021-11-04,GB,-10,7,21,-29,-28,7
2021-10-16,GH,26,65,3,30,1,7
2020-11-01,GH,-1,23,-12,4,-9,7
2020-11-22,GH,-2,19,-15,1,-9,7
2021-04-12,GT,-21,-3,-27,-30,-20,7
2021-09-27,GT,-8,11,-14,-20,-12,7
2022-08-14,HN,8,33,21,5,21,7
2020-12-30,HT,6,7,8,25,-36,7
2021-01-09,HU,-34,-3,0,-28,-11,7
2020-09-10,IL,-17,3,13,-19,-26,7
2022-03-24,IQ,90,164,80,76,55,7
2020-11-01,JM,-38,-18,-47,-36,-18,7
2021-05-08,JP,-21,2,-2,-32,-9,7
2022-03-01,JP,-13,1,-21,-25,-9,7
2022-02-16,JP,-14,4,-15,-26,-10,7
2021-08-05,JP,-12,9,-9,-26,-15,7
2020-07-08,KG,-36,-20,-9,-28,-42,7
2021-12-14,KH,-2,-5,-15,-37,-4,7
2022-07-26,KW,-14,-8,-34,3,-16,7
2021-01-10,KW,-20,-13,-28,-3,-18,7
2020-08-14,LK,-7,5,0,-7,-12,7
2020-12-19,LV,-46,-21,12,-38,-16,7
2022-01-13,LV,-25,7,2,-31,-23,7
2021-05-18,MT,-7,12,6,-10,-12,7
2021-06-30,MX,-3,26,-23,-14,-16,7
2021-09-21,MX,-6,21,-19,-11,-13,7
2021-07-16,MX,-3,30,-17,-10,-11,7
2021-01-18,MZ,-24,-19,-29,-32,-24,7
2020-07-20,NL,16,4,219,-40,-45,7
2021-03-01,PL,-23,-3,-11,-34,-20,7
2021-02-22,PL,-22,-3,4,-32,-21,7
2022-06-25,PR,-11,-7,1,-21,-5,7
2020-10-16,PT,-20,4,4,-26,-15,7
2021-08-09,PT,25,57,148,-14,-35,7
2021-04-11,PT,-50,-11,-7,-46,-15,7
2022-01-18,PY,-1,22,3,-17,-1,7
2020-09-20,QA,-7,15,7,-20,-3,7
2021-01-10,SE,-39,-20,7,-49,-11,7
2021-04-11,SG,-6,10,3,-15,4,7
2022-06-29,TH,-1,20,-9,-23,1,7
2022-06-09,TH,-2,20,-7,-24,0,7
2022-04-02,TR,-15,51,22,8,13,7
2022-08-11,TT,19,52,26,7,-11,7
2021-11-27,ZA,27,52,-13,11,14,7
2022-02-03,ZM,58,68,53,16,28,7
2020-11-12,BB,-19,-14,13,-35,-18,7
2021-06-18,BD,14,49,14,23,22,7
2022-03-21,BD,51,86,112,83,63,7
2022-07-03,BD,50,83,100,80,70,7
2022-03-04,BE,-3,17,55,-22,-31,7
2020-09-01,BE,0,2,66,-21,-36,7
2021-06-24,BE,7,18,82,-16,-25,7
2022-04-01,BE,-15,17,-3,-20,-15,7
2021-02-19,BH,-28,-14,-46,-23,-20,7
2022-03-14,BH,1,9,-13,20,5,7
2021-04-16,BO,-18,3,-21,-15,-8,7
2022-08-04,BO,33,45,27,27,45,7
2021-12-27,CI,42,122,26,56,8,7
2022-01-29,CL,-5,19,-9,2,8,7
2022-03-03,CM,34,70,44,74,23,7
2021-12-16,DK,16,10,49,-25,-23,7
2022-09-07,DO,4,33,4,15,-4,7
2021-11-23,EC,22,47,0,25,-8,7
2020-12-29,GA,-4,-2,55,16,-20,7
2021-11-05,GB,-10,7,34,-26,-28,7
2022-02-25,GB,-9,4,31,-27,-31,7
2021-05-15,GH,14,53,-13,18,-6,7
2021-07-24,GH,22,60,-3,24,-1,7
2020-10-08,GH,-1,22,-12,3,-15,7
2021-03-12,GT,-18,1,-24,-31,-21,7
2021-03-04,GT,-19,2,-26,-31,-24,7
2022-05-22,HN,0,22,5,4,15,7
2022-06-18,IQ,90,176,78,75,65,7
2020-09-16,IQ,-4,12,-3,-4,-17,7
2021-02-08,JM,-29,-22,-31,-29,-29,7
2022-09-10,JM,13,28,27,6,7,7
2021-04-27,JM,-19,-5,-26,-18,-30,7
2021-09-03,KE,34,58,6,53,18,7
2021-12-11,KH,0,-5,-11,-36,-4,7
2022-09-06,KW,-12,-4,-30,9,-13,7
2022-06-04,KW,-12,1,-25,8,-17,7
2022-01-16,KW,-18,-11,-29,-14,-17,7
2022-01-11,KW,-15,-8,-31,-9,-15,7
2021-01-22,KW,-29,-22,-36,-23,-26,7
2021-05-29,KW,-20,-4,-24,-10,-21,7
2022-03-13,LB,-25,14,-19,-3,-15,7
2022-03-21,LU,-14,8,37,-7,-15,7
2021-05-27,LV,-15,12,46,-26,-27,7
2021-05-10,MT,-10,8,22,-12,-17,7
2020-09-25,MT,-6,0,32,-8,-24,7
2020-11-07,NG,-13,-2,-15,11,-6,7
2021-03-26,NG,1,16,-6,20,-4,7
2021-01-03,NP,-17,10,14,19,0,7
2022-02-23,PA,-4,16,-18,-9,4,7
2022-03-06,PA,-5,5,-30,-14,19,7
2022-05-27,PK,50,74,73,56,50,7
2022-06-25,PK,41,70,62,57,49,7
2020-10-22,PL,-19,-1,40,-27,-20,7
2021-08-25,PT,20,48,145,-14,-38,7
2021-02-03,PY,-25,-10,-34,-40,-16,7
2022-01-03,PY,-2,24,-2,-10,-11,7
2022-06-16,PY,7,26,13,-4,41,7
2020-09-21,QA,-9,13,-3,-15,-4,7
2021-04-30,QA,-27,13,-41,-33,-11,7
2022-06-11,SA,15,43,12,4,28,7
2020-09-19,SA,-20,-11,-17,-50,-12,7
2021-07-08,SA,7,31,-7,-23,-5,7
2020-12-13,SG,-10,5,9,-21,5,7
2022-06-26,TH,-1,20,-9,-20,6,7
2022-07-13,TT,18,54,21,15,-8,7
2021-01-08,TZ,-3,10,13,10,-11,7
2020-08-18,VN,-21,7,-20,-18,6,7
2020-08-06,ZM,5,17,5,-1,-8,7
2020-09-20,ZM,9,16,24,-11,0,7
2020-12-07,BR,-14,21,-35,-12,-2,7
2020-10-05,BR,-23,14,-30,-13,-6,7
2020-12-24,CO,-17,43,-1,-16,-29,7
2020-11-04,FI,-11,-2,34,-35,-16,7
2022-08-02,MX,14,39,9,7,2,7
2021-11-21,NZ,2,12,-7,-54,-10,7
2021-05-03,CZ,-31,14,18,-16,-21,7
2020-12-16,ES,-25,1,-17,-24,-17,7
2021-04-27,US,-8,0,33,-27,-29,7
2021-05-18,US,-6,3,34,-24,-28,7
2021-06-03,US,-3,6,37,-23,-29,7
2022-03-31,AE,14,35,21,29,9,7
2022-09-05,AO,123,114,228,112,61,7
2022-06-24,AO,106,100,169,103,65,7
2020-10-11,AW,-26,-11,18,-60,-19,7
2020-10-27,BB,-16,-9,10,-34,-17,7
2021-05-23,BD,13,45,25,19,18,7
2021-11-03,BE,4,15,42,-24,-37,7
2022-07-24,BH,-6,1,-27,12,-3,7
2020-11-29,BO,-30,-19,-21,-32,-1,7
2021-09-24,CA,-5,7,81,-39,-27,7
2020-09-04,CI,6,15,4,13,-11,7
2021-01-28,CV,-34,-20,-20,-52,-36,7
2022-08-18,DE,-2,17,120,-2,-23,7
2020-11-11,DK,-8,-6,7,-32,-18,7
2020-07-30,DK,23,4,282,-22,-49,7
2022-09-09,DO,4,31,2,14,-2,7
2022-08-14,DO,1,29,16,19,-2,7
2021-11-09,EC,20,46,-1,24,-10,7
2021-08-10,EC,13,44,1,18,-19,7
2020-11-04,FJ,3,7,-19,-10,1,7
2020-07-11,FJ,-3,10,-12,-27,-8,7
2020-10-27,FJ,6,6,-10,-17,2,7
2021-06-25,GB,-14,8,54,-32,-29,7
2022-04-07,GB,-16,1,18,-33,-30,7
2021-05-27,GT,-8,15,-14,-22,-17,7
2022-04-22,HN,6,32,9,4,18,7
2020-11-30,HN,-27,-3,-26,-29,-26,7
2022-07-12,HN,14,39,14,7,6,7
2021-11-08,IN,-2,45,14,10,-16,7
2020-08-28,IQ,-16,7,-8,-14,-3,7
2022-08-16,IT,5,26,213,-13,-57,7
2021-02-22,JM,-31,-23,-34,-30,-31,7
2020-10-19,JO,-8,22,-12,-42,-14,7
2021-05-13,JP,-21,0,-21,-26,-14,7
2022-08-24,KG,-7,4,20,-6,-30,7
2020-08-01,KH,-14,-11,-19,-42,-19,7
2021-12-17,KH,1,-8,-10,-38,-3,7
2020-12-12,LA,-10,6,-14,-26,-8,7
2021-04-19,LK,-11,13,-14,-7,-15,7
2020-10-10,NI,-17,-1,-19,-22,-9,7
2022-08-06,NI,41,64,43,33,35,7
2021-05-06,NO,-6,10,49,-35,-22,7
2021-05-22,PA,-27,-4,-45,-29,-13,7
2022-08-07,PE,18,27,13,8,30,7
2022-08-08,PR,-2,5,2,-14,-5,7
2020-09-24,PT,-15,1,20,-29,-24,7
2020-09-22,PT,-14,2,17,-29,-25,7
2022-08-30,PY,11,35,15,-6,47,7
2022-07-21,QA,-3,17,-21,2,8,7
2022-06-05,SA,19,47,26,7,21,7
2021-05-27,SA,7,33,-5,-24,-9,7
2021-06-24,SA,4,28,-5,-29,-6,7
2022-07-16,SA,3,25,20,14,27,7
2020-10-24,SA,-22,-8,-17,-46,-12,7
2021-03-28,SI,-69,-85,-16,-37,-20,7
2022-03-28,SV,16,34,2,32,20,7
2020-11-04,TR,-29,7,-11,-18,-17,7
2021-03-24,TR,-32,19,-23,-18,-14,7
2022-02-12,VE,39,76,30,-4,46,7
2021-11-19,VE,24,65,24,-14,12,7
2021-07-13,VN,-51,-13,-34,-53,-27,7
2022-01-25,AE,14,42,-1,3,2,7
2021-08-22,AE,-6,17,-33,-25,-13,7
2020-10-02,AO,-12,6,17,-17,-21,7
2022-08-01,AO,125,113,221,124,53,7
2022-07-25,AR,-3,25,-32,-6,19,7
2022-03-11,AT,-20,8,3,-22,-19,7
2020-11-04,AU,-14,-2,-21,-40,-11,7
2022-08-04,BE,3,28,111,-20,-39,7
2021-02-12,BO,-25,1,-27,-25,-18,7
2022-03-02,BO,4,16,3,7,5,7
2021-03-16,BO,-21,-4,-25,-22,-16,7
2022-08-12,BO,30,39,24,25,52,7
2020-10-14,BW,4,18,20,16,-1,7
2021-07-22,BW,28,78,38,37,-15,7
2020-07-31,BZ,-6,6,1,-30,-25,7
2022-04-30,CL,10,32,-14,14,23,7
2021-12-05,CL,1,20,-16,13,12,7
2020-07-14,CM,-10,-9,-23,3,-11,7
2022-02-03,CM,35,64,19,61,22,7
2022-05-07,CR,1,17,-13,-17,14,7
2020-12-13,DO,-34,-3,-23,-17,-16,7
2022-03-03,GB,-16,3,12,-34,-27,7
2022-02-28,GB,-14,3,5,-31,-28,7
2022-01-08,GR,-30,28,4,-27,-17,7
2021-02-06,IL,-66,-26,-4,-42,-16,7
2021-03-18,IL,-14,9,13,-19,-22,7
2021-08-25,IL,4,15,57,-17,-32,7
2022-06-12,IQ,98,189,76,77,60,7
2021-04-04,JO,-15,21,-14,-46,-23,7
2022-07-22,JP,-14,-1,-17,-20,-9,7
2020-07-06,JP,-20,-9,-31,-22,-11,7
2022-03-06,KR,-8,20,5,-26,-6,7
2021-01-05,LA,-12,5,-22,-23,-2,7
2022-02-18,LT,-24,36,13,-20,-17,7
2021-04-29,LV,-21,5,45,-28,-30,7
2021-04-18,MT,-41,4,6,-21,-12,7
2020-08-20,MZ,-10,-4,-19,-19,-11,7
2022-04-14,MZ,58,58,46,40,50,7
2020-10-13,NI,-20,-3,-23,-19,-9,7
2021-01-17,NL,-63,-20,4,-55,-13,7
2022-01-15,NL,-30,3,-5,-40,-6,7
2022-02-23,NO,-7,-2,9,-35,-29,7
2020-10-03,NP,-38,-14,-19,-16,-11,7
2022-06-11,NZ,11,8,-15,-35,-2,7
2022-08-06,PK,40,72,63,65,41,7
2022-06-03,PR,-6,-1,-1,-17,-4,7
2020-12-12,PY,-21,-4,-28,-30,-4,7
