date,location_key,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential
2020-10-06,RW,2,-13,-6,-23,-25,7
2020-12-19,SA,-21,-9,-22,-43,-12,7
2020-07-11,TT,-12,3,-3,-36,-4,7
2021-01-27,UY,-37,-19,-38,-30,-21,7
2021-05-02,VE,-13,19,-11,-25,2,7
2021-02-08,VE,-21,2,-15,-34,-20,7
2020-08-17,VN,-18,4,-17,-20,2,7
2021-07-19,ZM,26,46,23,8,-4,7
2020-12-17,AR,-31,-2,-52,-27,-8,7
2021-07-14,BR,-9,34,-6,-7,4,7
2021-06-11,BR,-12,42,-19,-7,6,7
2021-02-24,BR,-26,7,-31,-19,-6,7
2021-07-19,CO,0,35,2,2,-12,7
2021-07-21,CO,-7,26,-3,2,-8,7
2022-01-04,CO,13,52,27,3,-15,7
2021-08-12,CO,-4,27,-2,4,-4,7
2021-01-16,CZ,-64,-11,-3,-38,-16,7
2021-08-23,FR,3,31,185,-12,-39,7
2021-12-05,MY,-11,14,10,-21,-13,7
2022-07-18,TW,-21,-3,-18,-27,-10,7
2021-05-19,US,-4,2,37,-25,-28,7
2021-01-16,FI,-30,-11,-9,-47,-8,7
2021-02-17,IN,-22,17,-14,-5,-17,7
2022-02-09,NZ,0,16,-8,-44,-9,7
2022-02-21,TW,-25,-5,-47,-23,0,7
2022-02-18,US,-13,-9,-4,-24,-23,7
2021-04-08,AE,-5,16,-16,-21,-18,7
2022-01-24,AE,13,38,-6,3,3,7
2022-05-31,AG,37,36,97,-16,1,7
2022-06-21,AO,100,90,179,102,67,7
2021-01-25,AU,-2,8,3,-47,-33,7
2022-01-31,BF,77,144,130,58,63,7
2021-08-19,BO,-2,12,-7,-3,1,7
2022-08-24,CA,9,16,147,-26,-28,7
2021-08-30,CA,3,14,123,-42,-36,7
2021-09-28,CA,-3,11,81,-42,-27,7
2022-07-20,CR,-4,18,-12,-9,19,7
2020-11-15,CR,-32,-12,-44,-42,-11,7
2021-07-24,CR,-28,-3,-43,-33,-9,7
2022-01-13,CR,-8,12,-20,-20,-6,7
2021-01-26,CV,-37,-21,-24,-53,-38,7
2022-08-06,DO,3,29,4,12,-2,7
2021-12-25,DO,-25,-16,6,-16,-61,7
2022-08-28,DO,2,32,13,17,-1,7
2022-06-27,DO,3,32,2,14,0,7
2021-12-13,EC,27,54,2,26,-1,7
2021-09-15,GB,-6,9,67,-27,-31,7
2021-08-28,GH,23,66,2,29,-2,7
2020-12-27,HR,-53,-12,0,-43,-32,7
2022-03-24,IL,-19,-4,-27,-27,-11,7
2021-12-30,IL,-2,20,10,-18,-13,7
2021-11-27,IN,-3,43,8,13,1,7
2020-10-22,IT,-17,1,5,-22,-18,7
2022-03-08,JM,8,21,27,10,2,7
2022-05-22,JM,14,35,34,2,13,7
2020-10-21,JO,-5,27,2,-43,-13,7
2022-07-15,JP,-14,-2,-28,-16,-8,7
2022-03-08,JP,-12,1,-17,-24,-9,7
2020-08-26,KH,-13,-9,-11,-41,-18,7
2021-07-16,LU,-12,10,62,-5,-31,7
2020-09-29,MT,-3,-6,22,-10,-22,7
2021-08-14,NG,21,31,15,37,10,7
2022-07-13,NI,30,48,29,36,26,7
2022-04-21,PA,-3,26,-16,4,20,7
2022-05-28,PE,12,23,9,-1,27,7
2020-07-19,PK,-35,-24,-14,-28,-13,7
2022-04-27,PR,-5,-3,-6,-15,0,7
2021-09-13,PT,7,38,37,-13,-23,7
2022-02-08,RU,-17,-2,-13,-12,-22,7
2022-02-18,SE,-11,-2,9,-35,-23,7
2020-09-28,SN,-20,10,-14,-17,-22,7
2020-08-15,SN,-28,-22,-20,-35,-25,7
2020-09-16,SN,-13,-9,-11,-21,-22,7
2022-02-24,TJ,-8,1,-4,-24,2,7
2021-03-23,TZ,-5,5,-13,-1,-16,7
2020-11-25,UY,-33,-18,-52,-31,1,7
2020-08-15,UY,-14,0,-40,-29,-7,7
2021-10-18,VE,7,51,10,-26,-2,7
2022-05-23,AG,30,32,115,-18,-3,7
2022-09-09,AO,109,105,183,100,65,7
2022-08-19,AU,-1,12,-17,-29,-4,7
2020-10-26,AU,-18,-2,-27,-44,-12,7
2022-06-16,BH,3,12,-20,16,5,7
2022-08-10,BH,-4,3,-31,16,-4,7
2020-12-26,BW,-26,2,56,-4,-53,7
2022-09-10,BZ,-1,30,102,-22,-14,7
2020-11-07,CA,-20,-4,63,-39,-6,7
2021-04-02,CM,-6,22,-21,24,-44,7
2022-05-21,CR,1,19,-9,-13,14,7
2021-07-09,CR,-22,1,-40,-28,-21,7
2022-05-15,CR,-3,23,-12,-14,17,7
2022-04-06,EC,28,54,15,25,9,7
2022-04-11,EG,8,104,52,44,36,7
2020-07-27,FJ,-9,5,-7,-20,-8,7
2022-04-11,GB,-7,7,53,-30,-36,7
2021-10-13,GH,31,71,-3,37,2,7
2021-07-21,GH,27,65,-5,29,-1,7
2021-07-28,GT,-7,12,-10,-15,-18,7
2021-09-13,GT,-6,15,-11,-19,-15,7
2020-09-09,IQ,-7,11,-3,-6,-20,7
2020-08-02,JM,-23,-9,-18,-26,-14,7
2022-05-21,JM,11,28,30,13,9,7
2021-05-19,JP,-21,0,-23,-26,-13,7
2022-08-02,JP,-8,5,-9,-20,-12,7
2020-07-16,KG,-36,-22,-6,-35,-43,7
2022-01-17,KH,1,-2,-9,-36,3,7
2022-01-15,KW,-16,-7,-20,-9,-21,7
2022-05-21,KW,-15,-2,-28,0,-18,7
2021-03-31,LT,-34,28,65,-28,-28,7
2020-09-16,LU,-17,-10,49,-16,-34,7
2022-07-24,MA,16,79,76,12,-4,7
2021-07-15,MX,1,31,-16,-11,-16,7
2021-06-21,NL,-10,6,54,-38,-26,7
2020-11-07,NL,-33,-5,47,-43,-7,7
2022-06-04,NP,42,91,124,74,38,7
2021-07-21,NP,8,59,21,19,-35,7
2022-07-26,OM,4,25,26,-16,-9,7
2022-07-09,PE,19,28,10,3,29,7
2021-03-05,PL,-26,3,-14,-33,-19,7
2022-04-30,PY,12,38,8,-2,21,7
2022-04-24,SG,-9,2,-15,-17,9,7
2022-01-09,SI,-43,-80,-11,-22,-12,7
2021-03-20,SI,-37,3,-19,-31,-10,7
2021-01-19,SV,-19,-6,-34,-16,-28,7
2022-05-24,TH,-3,20,-8,-28,-7,7
2021-04-11,TZ,-8,-11,-15,-1,-29,7
2020-12-15,UY,-28,-10,-46,-28,-5,7
2021-10-19,VE,10,54,11,-27,-4,7
2021-08-05,VE,7,47,15,-20,-6,7
2022-03-07,YE,103,126,174,64,85,7
2021-10-09,ZA,12,31,-3,0,8,7
2020-09-27,BR,-33,4,-27,-22,3,7
2020-12-24,BR,-16,67,-6,-23,-33,7
2020-12-27,CO,-36,-12,-24,-14,10,7
2021-04-15,ES,-30,3,-7,-23,-17,7
2020-12-01,ES,-30,0,-11,-23,-18,7
2020-10-19,FI,-11,-3,32,-35,-25,7
2022-01-17,FR,-15,18,8,-20,-20,7
2022-01-01,NZ,-27,-19,34,-50,-44,7
2022-02-04,NZ,4,22,-12,-43,-6,7
2022-02-12,NZ,5,15,-28,-46,3,7
2021-10-16,PE,5,19,4,-1,6,7
2021-04-25,TH,-26,2,-46,-56,-9,7
2021-12-25,CZ,-79,-85,-28,-46,-54,7
2022-01-19,CZ,-15,16,-13,-16,-12,7
2021-12-15,DE,-2,23,23,-19,-12,7
2022-01-19,EE,-12,7,-3,-22,-17,7
2020-10-13,FI,-9,-1,91,-36,-35,7
2022-03-16,FI,-13,1,74,-29,-26,7
2021-12-23,FR,9,62,24,-12,-39,7
2022-07-29,MX,12,42,5,6,8,7
2022-02-02,MX,5,38,-8,-5,-2,7
2022-07-29,TW,-17,-1,-22,-24,-7,7
2021-07-29,US,-3,4,42,-20,-32,7
2022-01-16,US,-25,-16,-23,-35,-18,7
2022-07-16,AE,11,32,-16,21,10,7
2022-06-26,AO,105,105,162,107,78,7
2021-07-15,BD,34,70,24,37,19,7
2021-06-06,BD,13,41,21,27,18,7
2022-01-28,BD,48,91,53,63,56,7
2021-11-18,BE,-5,17,22,-18,-18,7
2021-06-08,BE,5,26,104,-12,-15,7
2020-07-13,BE,5,-5,151,-25,-43,7
2021-03-11,BH,-18,-6,-30,-14,-19,7
2022-01-16,BH,-2,10,-20,-10,-5,7
2022-07-28,BH,5,12,-25,22,0,7
2021-01-25,BW,-8,13,24,3,-19,7
2021-08-26,CA,2,15,131,-42,-35,7
2022-02-19,CL,-7,18,-5,1,7,7
2021-05-14,CM,1,28,-16,32,-38,7
2022-09-07,CR,-5,17,-16,-10,24,7
2022-03-10,CR,-7,11,-15,-19,14,7
2022-07-28,CR,-1,23,-11,-12,22,7
2022-04-27,CR,-9,10,-15,-14,19,7
2022-06-21,DO,1,31,2,15,1,7
2022-04-11,DO,5,33,9,12,-8,7
2022-03-13,DO,-4,25,5,10,1,7
2022-04-25,EC,32,58,19,31,15,7
2021-11-30,EC,25,54,1,25,-6,7
2022-05-30,EC,29,59,18,31,22,7
2022-04-07,EG,0,95,39,29,29,7
2020-07-12,EG,-29,15,-7,-23,-19,7
2022-04-05,GB,-16,1,23,-33,-30,7
2020-08-01,GH,-7,1,-3,-9,-3,7
2021-06-05,GH,22,64,-2,29,0,7
2021-02-10,HR,-41,5,-18,-36,-21,7
2022-08-25,IL,1,11,52,-16,-31,7
2021-11-09,IN,0,49,15,12,-13,7
2022-08-25,IT,3,19,152,-15,-36,7
2020-09-27,JM,-33,-12,-38,-29,-16,7
2021-01-14,JO,-24,0,-33,-39,-23,7
2022-03-22,JP,-16,-5,-37,-22,-9,7
2021-07-05,KE,29,44,-2,45,15,7
2022-02-20,KE,43,50,42,62,46,7
2022-01-13,KH,2,-3,-6,-36,2,7
2020-10-22,KH,-11,-7,-14,-42,-14,7
2021-08-02,KR,14,41,86,-3,-23,7
2022-02-03,LT,-28,32,9,-20,-12,7
2020-08-09,MM,-5,6,-7,-9,3,7
2020-09-09,MZ,-8,-8,-12,-18,-7,7
2021-06-27,NG,12,23,12,25,3,7
2022-07-22,NI,31,53,26,33,39,7
2020-12-20,NL,-58,-10,17,-51,-10,7
2021-01-06,NP,-15,15,4,15,-5,7
2022-07-24,NZ,5,10,-35,-28,-9,7
2020-09-18,OM,-35,-29,-35,-47,-19,7
2022-02-06,PA,-16,-8,-27,-26,7,7
2021-03-04,PL,-24,1,-8,-33,-20,7
2022-04-07,PY,2,20,0,-10,35,7
2021-05-19,PY,-20,1,-29,-32,-6,7
2020-12-08,SA,-18,-7,-21,-38,-20,7
2021-03-16,SI,-35,-5,16,-22,-19,7
2021-03-03,SI,-38,-9,30,-26,-22,7
2022-01-25,SK,-17,18,3,-22,-15,7
2020-12-15,SV,-5,13,-20,7,-21,7
2022-01-26,TG,35,49,106,-4,35,7
2022-01-19,TR,-12,39,-16,5,2,7
2022-04-03,TR,-18,40,28,1,12,7
2021-04-13,TZ,-1,13,-12,6,-17,7
2021-07-07,VE,6,43,16,-20,-9,7
2021-01-30,ZM,0,12,-2,-8,-16,7
2021-08-04,CO,-1,32,1,5,-4,7
2021-04-20,EE,-24,9,83,-22,-34,7
2022-01-21,ES,-22,8,-8,-20,-19,7
2021-04-16,FI,-20,9,92,-42,-21,7
2022-01-01,FR,-71,-81,18,-31,-59,7
2021-06-13,AE,-3,23,-29,-26,-10,7
2021-03-10,AE,-11,10,-26,-28,-19,7
2022-09-03,AG,51,43,71,-4,-9,7
2020-09-22,AG,-19,-13,36,-45,-28,7
2021-04-28,AT,-41,6,38,-27,-23,7
2022-08-29,AU,-7,7,-27,-33,-2,7
2022-02-28,BE,6,18,67,-24,-34,7
2021-05-13,BF,16,59,59,-6,-73,7
2022-05-10,BH,-1,11,-11,14,5,7
2022-09-10,BH,0,20,-29,18,3,7
2022-06-07,BO,24,32,15,10,48,7
2021-05-27,BO,-3,22,-12,-11,-11,7
2021-08-02,BS,-35,-39,4,-25,-70,7
2022-08-15,BZ,58,59,113,14,-4,7
2022-02-05,CA,-17,-2,15,-41,-7,7
2021-10-08,CA,-2,14,79,-36,-26,7
2022-06-08,CL,-7,20,-21,16,52,7
2022-04-12,DO,3,31,5,15,-10,7
2021-11-17,EC,24,49,2,26,-8,7
2021-02-05,FJ,0,-5,-19,-29,-14,7
2022-04-19,GB,-13,6,49,-31,-35,7
2021-09-09,GB,-10,8,56,-29,-31,7
2021-11-08,GB,-10,5,17,-29,-29,7
2021-06-28,GH,21,60,-9,26,-2,7
2021-01-21,HN,-35,-12,-31,-32,-32,7
2022-07-22,HN,10,39,11,6,20,7
2020-11-05,HU,-15,3,-7,-20,-16,7
2021-05-07,ID,-2,25,-12,-34,-23,7
2022-02-03,ID,9,32,9,-18,-1,7
2021-12-31,IN,11,65,20,16,-1,7
2022-08-07,IQ,109,215,90,93,57,7
2022-02-11,JO,3,39,4,-29,-1,7
2021-01-03,KH,-20,-10,-4,-35,-12,7
2020-09-01,KH,-16,-5,-20,-36,-20,7
2021-01-20,KR,-15,8,18,-14,-10,7
2021-05-16,KR,-16,13,-36,-23,-14,7
2022-08-13,KW,-17,-6,-32,6,-13,7
2021-02-03,KW,-23,-15,-19,-14,-26,7
2020-08-12,LK,-10,2,-2,-7,-13,7
2022-03-18,LV,-17,6,40,-30,-27,7
2021-01-14,MA,-26,21,-31,-20,-15,7
2020-10-05,MA,-21,22,-21,-13,-19,7
2020-10-09,MT,-9,-3,27,-10,-21,7
2022-03-13,MT,-18,6,-46,-23,-1,7
2021-05-28,MX,-7,24,-17,-14,-10,7
2022-02-06,MZ,6,22,-8,-10,-10,7
2022-07-23,NI,39,58,37,29,36,7
2022-02-09,NL,-16,3,13,-36,-26,7
2021-05-26,NO,-1,14,39,-35,-21,7
2022-06-12,NP,47,96,136,80,25,7
2022-04-12,NZ,1,15,-19,-43,-4,7
2022-07-13,OM,-1,20,9,-34,-15,7
2022-04-17,PE,-2,9,2,-5,28,7
2022-09-02,PK,55,84,69,52,46,7
2022-05-07,PK,49,70,75,76,30,7
2020-12-21,PR,-3,5,-27,-20,-20,7
2020-09-29,PT,-14,4,14,-27,-21,7
2022-01-31,RU,-19,-3,-15,-14,-21,7
2020-12-02,SA,-15,-4,-15,-36,-20,7
2020-12-25,SA,-20,-8,-22,-56,-15,7
2022-02-17,SE,-14,-2,0,-37,-22,7
2021-12-13,SE,-4,5,-1,-34,-20,7
2021-03-09,SI,-38,-9,14,-23,-21,7
2022-06-21,SV,23,38,-2,37,10,7
2022-07-10,TH,0,23,-5,-17,2,7
2021-05-23,TT,-59,-12,-58,-73,-36,7
2020-12-02,TT,-10,18,-17,-29,-23,7
2021-02-19,TZ,-12,1,-15,-9,-15,7
2021-03-15,TZ,-7,9,-11,0,-13,7
2021-01-13,BR,-24,6,-20,-21,-10,7
2020-10-15,DE,-11,2,28,-25,-24,7
2021-07-17,TH,-23,15,-49,-58,-2,7
2021-09-03,TW,-22,5,-26,-23,-9,7
2021-01-16,US,-25,-12,-14,-36,-14,7
2021-07-30,AE,-17,8,-51,-37,-2,7
2021-03-02,AE,-11,12,-25,-30,-21,7
2022-07-28,AG,72,54,105,-1,-16,7
2020-07-26,AW,-29,-13,-14,-47,-22,7
2021-01-20,BD,-5,15,7,4,1,7
2021-07-08,BE,9,18,91,-22,-36,7
2020-10-28,BH,-14,-4,-13,-8,-17,7
2021-01-10,BH,-18,-9,-30,-16,-15,7
2022-07-23,BH,-7,4,-31,14,4,7
2021-02-14,BH,-20,-12,-32,-21,-22,7
2022-02-21,BJ,34,114,149,4,32,7
2021-04-14,BO,-19,-2,-20,-18,-8,7
2022-02-10,BO,18,26,6,6,10,7
2022-06-02,BO,23,32,11,10,50,7
2022-04-01,BO,13,25,7,8,39,7
2021-12-13,CL,10,25,-12,12,19,7
2020-09-26,CM,-2,9,-9,22,-12,7
2022-01-20,CR,4,16,-17,-18,-9,7
2021-02-06,EC,-24,2,-28,-12,-4,7
2021-01-11,FJ,6,3,0,-18,-11,7
2022-03-28,GB,-14,2,33,-31,-28,7
2021-01-03,GT,-27,-21,-18,-26,-13,7
2021-08-30,GT,-8,14,-14,-21,-16,7
2022-07-16,GT,29,45,26,21,30,7
2020-11-27,HR,-16,4,-12,-33,-20,7
2020-11-03,ID,-15,2,-13,-28,-25,7
2021-09-06,ID,-2,20,-9,-31,-21,7
2020-11-02,ID,-15,2,-12,-27,-24,7
2020-09-05,IQ,-7,10,-3,-8,-8,7
2021-02-19,JP,-20,-3,-21,-29,-12,7
2020-12-11,KR,-19,6,0,-12,-7,7
2020-12-09,KR,-28,-2,12,-13,-6,7
2022-06-30,KW,-14,-4,-30,3,-13,7
2022-02-04,KW,-16,-8,-18,-17,-20,7
2021-01-27,KW,-23,-18,-24,-12,-26,7
2020-12-11,KW,-21,-9,-17,-9,-19,7
2021-08-15,KW,-25,-15,-32,-15,-21,7
2021-04-14,LT,-36,25,11,-32,-27,7
2022-03-18,LU,-14,11,27,-8,-18,7
2022-06-14,LY,188,254,290,110,99,7
2022-02-19,MA,12,75,-4,-3,19,7
2021-12-18,MA,7,71,-12,-5,18,7
2020-07-05,MA,-22,-11,-3,-31,-9,7
2021-10-12,MX,-4,23,-18,-10,-11,7
2021-06-17,MX,-6,21,-23,-16,-17,7
2022-04-05,NA,32,56,46,79,43,7
2020-09-28,NL,-12,-6,22,-39,-24,7
2022-03-28,NZ,-10,1,-16,-45,4,7
2022-06-07,NZ,-4,10,-24,-35,-1,7
2022-09-10,PA,2,24,-16,5,15,7
2022-06-25,PE,17,30,15,6,27,7
2022-03-12,PE,9,22,11,-3,23,7
2022-07-28,PK,54,72,70,59,37,7
2020-10-17,PT,-24,-3,-3,-28,-5,7
2022-01-11,QA,-3,26,-11,-3,-7,7
2021-10-16,RW,44,12,42,8,15,7
2022-03-13,SA,27,48,46,7,10,7
2021-04-15,SI,-31,3,20,-17,-13,7
2021-12-05,SK,-45,19,-17,-38,-13,7
2021-04-23,SK,-23,18,38,-23,-21,7
2020-07-16,SN,-13,-6,-11,-21,-18,7
2022-06-22,SV,30,45,14,44,7,7
2022-07-14,TT,16,49,24,12,-9,7
2022-02-13,VE,40,78,36,-1,44,7
2021-09-01,VE,13,51,19,-17,-5,7
2021-08-17,VE,9,50,17,-18,-8,7
2021-08-23,CO,-5,28,-6,9,1,7
2022-01-18,CZ,-15,16,-15,-15,-13,7
2020-12-09,EE,-9,3,-2,-26,-15,7
2022-01-31,MX,5,39,-11,-4,0,7
2022-01-15,MX,-3,33,-20,-3,19,7
2021-02-28,NZ,-20,-3,-16,-46,-14,7
2022-02-28,NZ,-8,12,-10,-45,0,7
2022-01-09,US,-21,-11,-26,-31,-14,7
2021-08-23,AE,-8,15,-36,-28,-14,7
2022-07-14,AO,111,101,202,121,62,7
2021-03-08,AU,-11,-1,-15,-40,-29,7
2020-12-05,BD,-4,19,10,10,13,7
2022-08-07,BD,47,80,105,74,71,7
2021-05-16,BD,1,45,53,18,-32,7
2021-11-16,BE,-4,18,14,-18,-18,7
2022-09-01,BH,3,13,-26,21,2,7
2022-01-15,BH,-7,5,-31,-13,-1,7
2020-09-28,BJ,-8,35,21,11,-8,7
2022-02-11,BO,15,25,3,5,15,7
2022-04-18,BO,14,23,10,18,36,7
2021-10-09,CL,4,24,-15,10,7,7
2022-06-18,CR,3,26,-15,-13,16,7
2022-06-03,CR,-3,18,-17,-14,23,7
2021-11-11,EC,21,43,-3,23,-8,7
2021-04-11,GB,-52,-9,45,-48,-17,7
2022-03-07,GB,-15,1,18,-32,-27,7
2021-06-14,GH,27,66,-8,31,1,7
2021-02-03,HR,-40,3,17,-37,-23,7
2021-12-01,IN,-1,45,7,12,-4,7
2021-02-08,JP,-23,-8,-24,-30,-12,7
2022-02-24,JP,-14,3,-18,-24,-9,7
2021-09-15,JP,-13,9,-6,-25,-12,7
2021-08-31,KE,31,48,4,53,11,7
2021-02-18,KE,0,13,-22,15,-6,7
2020-07-17,KZ,-26,-6,18,1,-37,7
2021-12-09,LU,-9,12,7,-15,-13,7
2022-02-13,ML,39,21,124,47,30,7
2022-01-18,MT,0,14,-7,-15,-9,7
2022-07-25,MU,26,27,19,-17,4,7
2021-10-05,MX,-5,22,-22,-10,-11,7
2022-06-18,NI,36,61,29,31,32,7
2020-11-15,NL,-48,-15,-16,-51,-11,7
2020-12-10,NP,-20,8,4,11,-12,7
2022-07-29,NZ,7,13,-21,-31,3,7
2020-09-19,OM,-30,-24,-29,-47,-18,7
2020-09-28,OM,-25,-14,-32,-36,-23,7
2021-11-23,PA,-10,10,-35,-14,-4,7
2021-02-17,PA,-35,-9,-46,-37,-30,7
2022-02-06,PE,0,10,4,-9,19,7
2022-09-04,PK,51,79,61,51,54,7
2021-02-26,PL,-23,4,-2,-31,-19,7
2020-09-11,SA,-20,-10,-13,-55,-15,7
2021-07-20,SE,22,21,392,-30,-62,7
2021-04-30,SE,-14,2,99,-33,-28,7
2021-01-20,SV,-20,-7,-27,-12,-27,7
2022-01-20,TZ,42,41,34,28,22,7
2020-08-03,UY,-20,-11,-33,-26,0,7
2021-02-24,ZM,2,14,-15,-9,-16,7
2020-12-11,RO,-31,-3,-36,-32,-19,7
2021-07-01,AE,-2,25,-35,-23,-12,7
2021-05-30,AE,0,28,-26,-24,-8,7
2020-10-17,AO,-18,-6,21,-11,-4,7
2022-06-29,AO,115,103,184,105,65,7
2021-06-10,BD,30,62,26,38,21,7
2022-04-14,BE,5,24,82,-23,-36,7
2021-06-10,BE,5,25,92,-12,-14,7
2020-10-09,BE,-20,-2,20,-20,-20,7
2021-08-03,BO,1,15,-9,-7,-5,7
2022-01-09,CL,-9,10,-12,5,11,7
2020-11-12,DK,-7,-5,13,-31,-17,7
2020-11-18,FJ,1,3,-17,-17,-2,7
2021-11-11,FJ,29,33,-2,-20,7,7
2021-12-07,GH,39,78,2,41,10,7
2021-02-10,GR,-44,5,19,-43,-30,7
2021-08-11,GT,-6,16,-7,-18,-17,7
2021-12-28,HR,12,29,57,-24,-35,7
2021-02-01,HR,-40,1,10,-36,-24,7
2021-05-10,ID,6,36,1,-31,-32,7
2021-03-10,IL,-15,8,21,-21,-23,7
2021-12-22,IL,-12,5,-22,-22,-9,7
2022-08-28,IL,2,14,31,-16,-27,7
2020-08-31,IQ,-10,9,-5,-7,-20,7
2022-07-10,JM,14,30,35,-2,10,7
2020-10-25,JO,-6,27,4,-41,-14,7
2021-05-06,JP,-15,6,-2,-25,-17,7
2021-03-12,JP,-15,-4,-24,-26,-13,7
2021-12-28,KH,2,-5,-9,-36,-6,7
2022-01-22,KH,5,-3,-4,-37,5,7
2022-03-05,KR,-8,14,-10,-25,-3,7
2022-02-28,LV,-22,2,22,-32,-24,7
2020-08-06,MZ,-8,2,-17,-18,-7,7
2020-07-20,MZ,-10,1,-20,-23,-3,7
2022-05-07,OM,-2,20,-6,-33,-5,7
2021-03-02,PA,-27,-1,-45,-34,-29,7
2022-09-08,PK,55,78,66,53,47,7
2020-08-06,PK,-22,-10,-1,-16,-25,7
2022-02-07,PL,-12,12,-6,-26,-14,7
2022-01-24,PL,-14,9,-2,-24,-11,7
2021-03-02,PR,-15,-10,-30,-36,-32,7
2020-09-23,QA,-12,11,-9,-13,-3,7
2022-03-18,SA,16,42,10,5,24,7
2022-06-06,SA,16,43,30,8,19,7
2021-03-28,SG,-8,5,4,-16,4,7
2021-01-18,SV,-19,-5,-34,-13,-28,7
2022-04-10,TH,-3,24,0,-23,7,7
2022-06-18,TH,-1,21,-15,-21,10,7
2021-01-29,TR,-36,27,-15,-19,-21,7
2021-02-06,TZ,-13,0,-3,-6,-19,7
2020-08-09,UG,-24,-7,-6,-37,4,7
2020-10-28,UY,-33,-18,-53,-27,3,7
2021-07-06,VE,4,42,13,-21,-8,7
2021-08-30,VE,2,39,7,-22,-5,7
2021-06-26,VE,-2,32,2,-19,9,7
2021-08-17,DE,3,15,108,-16,-30,7
2021-07-30,AR,-15,19,-37,-16,1,7
2021-05-16,CO,-24,5,-19,-12,8,7
2022-01-05,CO,11,45,26,0,-16,7
2022-01-13,ES,-21,10,-4,-21,-21,7
2022-01-24,FR,-16,16,16,-20,-20,7
2021-02-27,IN,-23,16,-12,-6,-11,7
2022-01-28,NZ,5,21,4,-45,-10,7
2021-12-22,PE,26,46,14,2,-1,7
2021-07-12,TH,-16,18,-37,-55,-19,7
2021-07-11,TH,-20,19,-45,-57,-7,7
2022-05-04,TW,-29,-4,-31,-35,0,7
2021-01-10,DE,-61,-22,25,-45,-17,7
2022-03-04,EE,-14,8,-6,-24,-24,7
2021-12-17,FI,-2,6,18,-31,-23,7
2020-08-12,FR,-9,5,205,-26,-49,7
2021-08-17,AE,-8,17,-36,-28,-16,7
2021-06-23,AE,-8,16,-35,-29,-12,7
2020-11-21,AE,-21,-5,-32,-38,-11,7
2021-08-15,AE,-6,18,-35,-25,-14,7
2021-01-31,AT,-72,-40,-16,-47,-26,7
2020-10-04,BD,-11,11,3,0,-4,7
2020-11-14,BD,-5,17,10,9,9,7
2022-08-16,BE,11,49,112,-18,-34,7
2021-08-30,BE,21,23,73,-17,-33,7
2021-11-27,BF,-59,-51,-45,-68,-53,7
2021-02-24,BH,-22,-13,-35,-17,-20,7
2022-01-06,BH,1,13,-26,-3,1,7
2020-09-25,BJ,-8,37,23,7,-8,7
2020-09-20,BJ,5,6,34,5,6,7
2020-12-06,BS,-52,-44,-14,-56,-35,7
2021-09-02,CA,3,17,122,-39,-34,7
2021-12-10,CL,10,28,-9,12,17,7
2022-03-03,CL,-3,26,-9,9,11,7
2020-09-10,CM,5,5,-9,20,-15,7
2022-02-15,DK,4,-5,63,-27,-32,7
2022-06-13,DO,-1,28,1,9,3,7
2022-04-23,DO,3,33,2,6,3,7
2022-04-29,EC,33,63,20,30,19,7
2021-10-28,EC,22,47,1,23,-9,7
2020-09-12,GA,-2,-14,27,14,-6,7
2022-03-21,GB,-15,2,31,-32,-27,7
2021-11-20,GH,29,65,3,32,2,7
2020-07-23,HT,-21,-24,-19,-29,-32,7
2020-08-15,ID,-14,2,-11,-24,-12,7
2021-02-10,ID,-20,-3,-23,-34,-31,7
2021-06-16,ID,-2,19,1,-22,-22,7
2022-06-14,IQ,102,187,82,81,59,7
2021-01-15,JM,-31,-19,-35,-23,-30,7
2021-06-11,KE,24,48,2,47,14,7
2022-01-06,KW,-16,-7,-28,-10,-13,7
2020-08-10,LK,-11,0,-4,-8,-12,7
2021-05-05,LV,-21,-2,29,-32,-30,7
2022-06-18,LY,169,243,261,125,101,7
2020-07-23,MA,-10,6,5,-16,-18,7
2021-06-01,MN,39,150,83,39,-54,7
2021-01-09,MT,-26,-8,-27,-24,-7,7
2022-06-24,MZ,59,94,44,37,58,7
2021-05-28,NG,15,34,7,30,6,7
2020-11-15,NG,-14,-8,-13,7,-10,7
2022-08-09,NZ,0,12,-19,-31,2,7
2022-08-05,PA,7,32,-14,10,26,7
2021-07-22,PK,-2,7,31,5,-78,7
2022-08-12,PR,-6,2,3,-19,-3,7
2020-09-16,PT,-7,5,44,-27,-27,7
2020-08-30,QA,-4,22,11,-26,-4,7
2021-02-25,SA,-10,17,-21,-36,-14,7
2021-07-25,SA,5,27,9,-25,-18,7
2022-01-01,SE,-64,-46,2,-48,-37,7
2021-03-10,SI,-37,-4,12,-24,-19,7
2020-09-19,SN,-16,-9,-14,-24,-15,7
2021-09-25,TH,-22,-1,-48,-54,-10,7
2021-09-13,TH,-15,7,-37,-54,-22,7
2021-09-21,TH,-16,7,-40,-53,-25,7
2021-07-29,TT,-21,26,-23,-39,-44,7
2021-09-24,VE,6,49,9,-27,3,7
2022-01-17,AR,-8,29,-25,-11,-12,7
2020-08-30,BR,-33,4,-27,-26,2,7
2021-11-24,DE,-5,16,28,-20,-15,7
